$id	$ref	$version	$task	$status	$status_detail	$created_date	$entry_date	$owner	$follow_up_date	$phone	$timezone	$caller_id	$source	$comment	$error	$call_order	Telefonnummer	ansprache	Titel	vorname	nachname	firma	strasse	adresszusatz	plz	ort	email	url	info_1	info_2	info_3	info_4	info_5	HOT_LEAD	Sales_Pitch	notiz	Wiedervorlagenart	Geprüfte_Email	Geprüfte_Anrede	AP_Vorname	AP_Nachname	AP_Funktion	Datum_bei_Termin	Termin_Uhrzeit	Number_Type	Number_Found_At	Beschreibung	Kategorie	Industry	Description	Key_Resonating_Themes	Matched_Partner_Name	Matched_Partner_Description	is_b2b	serves_1000	matched_golden_partner	match_reasoning	Avg_Leads_Per_Day	Rank	Branche_pitch	Lead_Pitch	id	customer_target_segments	$$anrufen_task	$$anrufen_user	$$anrufen_date	$$anrufen_status	$$anrufen_status_detail	$$call_task	$$call_user	$$call_date	$$call_status	$$call_status_detail	$$manuav_task	$$manuav_user	$$manuav_date	$$manuav_status	$$manuav_status_detail	$recording	$recording_url	$share
8LN2PTWHNZGRCHSH		QJV8SYAMPVV3Q24P	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+49290497120	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 2904 97120					Jos. Sauerwald Söhne GmbH & Co. KG						www.sauerwald.de																			Deutscher Hersteller von Blisterverpackungen, Werkstückträgern und technischen Tiefziehteilen, mit eigenem Werkzeugbau für individuelle Lösungen.																											manuav_a_liste		2025-05-26T13:39:51.924Z	open	$none			
8MUEZUSPP97YJEW4		35TZYB49YPSKY7FR	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+41442244626	Europe/Zurich		Adressrecherche_Edel_Anna_Alt.csv				0041 44 224 46 26					Confiserie Sprüngli AG						spruengli.ch																			Schweizer Traditionsunternehmen bekannt für exklusive Confiserieprodukte und Luxemburgerli.																											manuav_a_liste		2025-05-26T13:39:54.315Z	open	$none			
8QRMLXNHHRPVB3YU		MMRU7RK7Y2SJ3CV2	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+49824396790	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 8243 96 790					Franz Mensch						https://www.franz-mensch.de/																			Hersteller und Anbieter von Hygiene- und Arbeitsschutzprodukten, plant einen innovativen Neubau für Logistik und Verwaltung.																											manuav_a_liste		2025-05-26T13:40:16.527Z	open	$none			
8QZYL2AFZ5NJZC8N		H9CLGWNUXFA4QSE4	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4989215540210	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 89 215540210					Smart Reporting GmbH						smart-reporting.com	Gesundheits-IT																		Bietet strukturierte Befundungssoftware für Radiologen und Pathologen.																											manuav_a_liste		2025-05-26T13:34:50.312Z	open	$none			
8T2FSVVVSBFYTHAF		3G4PPNAXVK9255LD	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+49234588770	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 234 588 77 0					TGC Group						tgc-solutions.com																			Bietet eine digitale Bauakte zur schnellen Dokumentenablage, Bearbeitung und mobilen Verfügbarkeit, um Bauprojekte effizient zu verwalten.																											manuav_a_liste		2025-05-26T13:40:21.200Z	open	$none			
8TP2TSFMHU6Z5FD4		QCBCGPDVTMSPPP2L	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+49610393090	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 6103 9309 0					DMSFACTORY GmbH						dmsfactory.com																			Bietet eine digitale Bauakte, die zentralen Zugriff auf alle projektkritischen Daten und Dokumente ermöglicht und rechtliche Anforderungen erfüllt.																											manuav_a_liste		2025-05-26T13:40:21.876Z	open	$none			
8VQLUPG5XSS4MZ97		BUEA9B4NHUS25EU8	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4027864701	Europe/Bucharest		Adressrecherche_Edel_Anna_Alt.csv				0040 27864701					medijobs						https://www.medi-jobs.de/																			Medizinische Jobbörse mit Stellenangeboten im Gesundheitswesen, einschließlich Ärzte, Pflegepersonal und Therapeuten, sowie Bewerbungstipps und Informationen zu medizinischen Berufen.																											manuav_a_liste		2025-05-26T13:39:59.829Z	open	$none			
92BSCQGEPM4XRL9E		AMSHSZMRZN4NS68F	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4973099500	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 7309 9500					Peri GmbH						peri.de	Bautechnik																		Schalungs- und Gerüstsysteme für den Bau																											manuav_a_liste		2025-05-26T13:34:55.756Z	open	$none			
9569B9F5MUTDLU4V		MZW6QPGEZFNDMKUG	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4926037910	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 26 03 79 10					heyer medical						https://heyermedical.de/																			HEYER Medical ist ein Hersteller von medizinischer Beatmungs- und Anästhesietechnik. Das Unternehmen entwickelt, produziert und vertreibt Geräte für Kliniken, Notfallmedizin und Pflegeeinrichtungen. Produkte: ICU-Ventilatoren, Anästhesiegeräte, Beatmungsgeräte für den Rettungsdienst.																											manuav_a_liste		2025-05-26T13:40:03.623Z	open	$none			
956PKHM6HXKYEJE7		HA9SN5KEHSGEYTYY	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+492119462857272	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 211 946 285 72 72					SAP PEP						gesundheit-digitalisieren.de	Gesundheitssoftware																		Integration der Personaleinsatzplanung direkt in SAP HCM für Krankenhäuser und Pflegeeinrichtungen.																											manuav_a_liste		2025-05-26T13:34:57.377Z	open	$none			
96NGKRSYFBHW4FMS		CZPXF4W4ED8K3363	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+41445002100	Europe/Zurich		Adressrecherche_Edel_Anna_Alt.csv				0041 44 500 21 00					1stQuad Solutions AG						1stquad.com																			Entwickelt eine digitale Bauakte, die Komplexität in Planung, Kommunikation und Dokumentation reduziert und den Zugriff auf Baustelleninformationen jederzeit ermöglicht.																											manuav_a_liste		2025-05-26T13:40:21.351Z	open	$none			
99AXD74Y9EW5XGYG		WGDSFUBKRUZVZBJS	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4315042698	Europe/Vienna		Adressen A 22.05.25 (1).csv				0043 1 504 26 98					MAWEV – Maschinen & Fahrzeuge GmbH						mawev.at	Baumaschinen																		Vermietung von Baumaschinen und Transportlösungen																											manuav_a_liste		2025-05-26T13:34:55.937Z	open	$none			
99BYW9YPZBTRZQ9Z		SF9QRLARMNKTMTRX	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+497520969930	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 7520 96 99 30					3D Vermessung						https://3dwelt-vermessung.de/																			Spezialisiert auf 3D-Vermessungstechniken für präzise Gebäude- und Raumvermessungen.																											manuav_a_liste		2025-05-26T13:39:51.779Z	open	$none			
9DW6TH65LZ7X3DPR		GYT4ZG7PCTUUF8GM	manuav_a_liste	open	$none	2025-06-02T14:09:44.678Z	2025-06-02T14:09:44.678Z			+414140510	Europe/Zurich		A-Liste_001_AS80_ddc_20250530.csv				+414140510					PharmaPack GmbH						https://www.pharmapack.de																					Automatisierung, Verpackung	Spezialist für nachhaltige und automatisierte Verpackungslösungen in der Pharmaindustrie.																								manuav_a_liste		2025-06-02T14:09:46.785Z	open	$none			
9FJEQWA5VVDQ48ZX		9WGZXC8GT6RN48FK	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4954029140	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 5402 914 0					DAN Produkte GmbH						dan.de																			Entwickelt Softwarelösungen für Pflegedienste, einschließlich Touren- und Dienstplanung.																											manuav_a_liste		2025-05-26T13:39:49.301Z	open	$none			
9J3FV5MMYPV9ZBKQ		YV6VE4872TZCL674	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+499223742	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 9223 742					Esther Confiserie						esther-confiserie.de																			Deutsche Confiserie mit vielfältigem Sortiment an Pralinen und Schokoladen für B2B-Kunden.																											manuav_a_liste		2025-05-26T13:39:55.160Z	open	$none			
9J7HNMBS2L89DP56		S7MQLXNL6Z6Y7HYD	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+492311891770	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 231 189 177 0					Heinrich Software GmbH						heinrich-software.de																			Bietet mit "PegaPlan" eine Software zur Dienst- und Schichtplanung, speziell für Krankenhäuser und Pflegeeinrichtungen.																											manuav_a_liste		2025-05-26T13:39:48.122Z	open	$none			
9RE2ZVQCDXVKS3TC		7EJZ967XQ5XB5X9A	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4938658441030	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 386 58 44 10 30					Blimus						https://www.blimus-software.de/																			Partner für Systemteilnahme und Verpackungsrecycling, bietet Lösungen für Verpackungslizenzierung und Standortentsorgung.																											manuav_a_liste		2025-05-26T13:39:49.162Z	open	$none			
9TQL565932W98HP5		MECDMUKXMLUSLW6T	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+49301208660	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 30 120 86 60					infoniqa						https://www.infoniqa.com/																			Infoniqa ist ein führender Anbieter von Softwarelösungen und Dienstleistungen in den Bereichen Personalmanagement (HR), Lohn- und Gehaltsabrechnung sowie Finanzbuchhaltung im deutschsprachigen Raum (DACH).																											manuav_a_liste		2025-05-26T13:40:08.979Z	open	$none			
9V6MSJMSD3ZPNT2K		68QZRJ5PTTNEXGGT	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+497113471111	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 711 34 71 111					Festo						https://www.festo.com/																			Weltweit führend in der Automatisierungstechnik und technischen Bildung, bietet pneumatische und elektrische Antriebstechnologien.																											manuav_a_liste		2025-05-26T13:39:56.937Z	open	$none			
9W6RQMPR8AZE9JU5		JTUJK73Y53TN3THD	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+34935746600	Europe/Madrid		Adressrecherche_Edel_Anna_Alt.csv				0034 93 574 66 00					HAMER Medical						hamermedical.com																			Spanisches Unternehmen, spezialisiert auf Form-, Füll- und Siegelverpackungen für medizinische Geräte in ISO-zertifizierten Reinräumen.																											manuav_a_liste		2025-05-26T13:39:51.106Z	open	$none			
A3KZFYPF66KJXMSA		QRKEQ6CLFPJL8NNM	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4971125281580	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 711 – 252 815 80					Triqbirg						https://triqbriq.de/																			Entwickelt ein modulares Holzbausystem für nachhaltigen und kreislauffähigen Rohbau.																											manuav_a_liste		2025-05-26T13:39:55.859Z	open	$none			
A4FK5XHW9XW6S86C		B5D3LL4Z3M9EHX87	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+497641962560	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 7641 96 25 60					Sutter Medizintechnik						sutter-med.de	Medizintechnik / Chirurgie																		Spezialisiert auf Radiofrequenz-Chirurgie und neurochirurgische Instrumente.																											manuav_a_liste		2025-05-26T13:34:52.691Z	open	$none			
ADU4HG3AAUVSTNTN		FH3A35JZR7DWLFFL	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+49541200080	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 541 20008-0					NEVARIS Bausoftware GmbH						nevaris.com																			Bietet mit NEVARIS Build eine integrierte Lösung für Bauunternehmen, die neben Kalkulation und Bauabrechnung auch Funktionen für das Dokumentenmanagement und die digitale Bauakte umfasst.																											manuav_a_liste		2025-05-26T13:40:22.216Z	open	$none			
AE96RZYQKCGFHKLG		9MAB43Y722FHSD7Z	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+494022859221	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 40 22 85 92 21					Quinyx						quinyx.com	Workforce Management																		Flexible und effiziente Dienstplanung für medizinisches Fach- und Pflegepersonal.																											manuav_a_liste		2025-05-26T13:34:58.069Z	open	$none			
AFJE736BGXSYDHD7		ZSSB9ACK7GE87DHE	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4963195113000	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 631 95113000					PROHEARING GmbH						prohearing.de	Hörakustik / Medizintechnik																		Anbieter moderner Hörgeräteversorgung mit kostenlosen Premium-Hörtests, 30-Tage-Probehören und Bestpreis-Garantie.																											manuav_a_liste		2025-05-26T13:34:55.576Z	open	$none			
AFL4TKJYN5ZLTD4K		TFLB9TMPCUG7XJ3G	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+72198618320	Europe/Moscow		Adressrecherche_Edel_Anna_Alt.csv				00721 98618320					Medicalvalues						www.medicalvalues.de																			KI-Diagnoseunterstützung für Ärzte.																											manuav_a_liste		2025-05-26T13:40:13.286Z	open	$none			
ANNEAWMY56RLWTM3		LRG4JC3KMQDTYRCR	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+492614048100	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 261 404 810 0					Krieger Pharmalogistik						krieger-pharmalogistik.de	Pharmalogistik																		Spezialisiert auf sichere Logistik für Medizinal-Cannabis.																											manuav_a_liste		2025-05-26T13:34:48.756Z	open	$none			
ANVYKKPJYM8DD7VF		2DAMEHF6F2C3VWKX	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+494946219853005	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				049 4621 9853 005					Molteo						www.molteo.de																			Deutsches Unternehmen, das eine Software für digitales Personal- und Ressourcenmanagement im Bauwesen entwickelt hat, um die Planung und Disposition von Arbeitskräften zu optimieren.																											manuav_a_liste		2025-05-26T13:40:18.693Z	open	$none			
AT9VVRJM586G78VL		LZNDYPH2Y2TY69F3	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+492232501550	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 2232 501 550					UnTouch						https://www.untouch.de/																			Untouch entwickelt digitale Lösungen für Gebäudereinigung und Facility Services																											manuav_a_liste		2025-05-26T13:40:20.715Z	open	$none			
AUCEE3WPLRMN8M5W		2JXJSX76338NYSXR	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+494930403667100	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 49 30 403 667 100					Ethypharm GmbH						cannabis-ethypharm.de	Pharmazeutischer Großhandel																		Anbieter von Cannabisextrakten.																											manuav_a_liste		2025-05-26T13:34:49.952Z	open	$none			
B4M7H3UVN2Z5DJB4		YMZA4QKYECD7VMQC	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+497143962430	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 7143 96 24 30					Herz GmbH						https://www.herz-logistik.de/	Spedition und Logistik																		Mittelständische Spedition mit individuellen Logistiklösungen in Europa.																											manuav_a_liste		2025-05-26T13:34:45.806Z	open	$none			
B9ECB9BC3GKD4DYR		W64BVJR4TVZ7RFE4	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4917621436520	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 176 214 36520					Caire Health AI GmbH						caire.ai	HealthTech / KI																		Entwickelt KI-gestützte, kontaktlose Gesundheitsüberwachung durch Analyse von Vitalparametern, Stimmung und Stress über Gesichtserkennung.																											manuav_a_liste		2025-05-26T13:34:55.662Z	open	$none			
BAWBGXPTRSAJPSUP		CLCGCFNPQ2DBB2NF	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+49405001760	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 405 001 760					Stollwerck						https://www.stollwerck.de																			Traditionsreicher deutscher Schokoladenproduzent mit breitem Portfolio an Marken und Produkten.																											manuav_a_liste		2025-05-26T13:40:07.447Z	open	$none			
BAZ36ZFWVZPES8FX		8Y8WS8TUUQS932YA	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+496924747180	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 69 24747180					aveska						https://www.aveska.de																			Spezialisierung auf B2B-Telemarketing und Vertriebsunterstützung im IT-Bereich.																											manuav_a_liste		2025-05-26T13:40:00.186Z	open	$none			
BB7H34CM7LJDZBVK		ZKYTM7AWFNFN8MGH	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+437326061620	Europe/Vienna		Adressrecherche_Edel_Anna_Alt.csv				0043 732 606162 0					Fabasoft AG						fabasoft.com																			Bietet eine digitale Bauakte zur effizienten Verwaltung und Archivierung von Bauprojektdokumenten mit umfassenden Kollaborationsfunktionen.																											manuav_a_liste		2025-05-26T13:40:21.608Z	open	$none			
BBH3AQJMALNGMLAL		SQKA9BUZE9YY6DC5	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4920360880	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 203 60 880					Xella Deutschland GmbH						xella.com	Baustoffe																		Anbieter von Baustoffen wie Porenbeton & Kalksandstein																											manuav_a_liste		2025-05-26T13:34:56.124Z	open	$none			
BEYAZRFKDL8GB8HP		PQ6HF5WSLU9X7QEL	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+493021782152	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 30 21782152					Likeminded						likeminded.care	HealthTech / Mentale Gesundheit																		Bietet Unternehmen eine Plattform zur mentalen Gesundheitsförderung ihrer Mitarbeiter.																											manuav_a_liste		2025-05-26T13:34:47.811Z	open	$none			
BF498YP683G7GK7X		NJ8V2LNQTNLAABQB	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+497461171280	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 7461 171 280					Pharca Packaging						www.pharca.com																			Deutscher Anbieter von Blisterverpackungen für medizinische Geräte, bekannt für hochwertige und zuverlässige Verpackungslösungen.																											manuav_a_liste		2025-05-26T13:39:51.654Z	open	$none			
BG2XTLGGWNJ458Z3		8U6SBTLVNANMHZMW	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4930255585000	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 30 255 58 50 00					Doctolib						https://www.doctolib.de																			Bietet eine Plattform zur Online-Terminvereinbarung und Praxisverwaltung für Ärzte und Patienten.																											manuav_a_liste		2025-05-26T13:40:15.226Z	open	$none			
BG6P4KJ2ACUYB2L6		8TDUUX4AS4KP3LA3	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+49721476830	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 721 476830					vollack						www.vollack.de																			Experte für methodische Planung, Architektur und Bauausführung von nachhaltigen und energieeffizienten Gebäuden für Unternehmen.																											manuav_a_liste		2025-05-26T13:40:16.957Z	open	$none			
BHSJKXKX2S9B83R9		HGGXC74ABZP5KMPB	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+49713127060	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 7131 2706 0					Novalung						novalung.com	Medizintechnik / Pneumologie																		Entwicklung von Systemen zur extrakorporalen Lungenunterstützung bei akutem Lungenversagen.																											manuav_a_liste		2025-05-26T13:34:52.220Z	open	$none			
BLQAV2SF73KH2RQ4		3BKWBZ7HRG89SSBR	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4940227030	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 40 22 70 30					Sopra Steria SE						https://www.soprasteria.de																			Prozessberatung, Digitalisierung & SAP																											manuav_a_liste		2025-05-26T13:40:02.370Z	open	$none			
BNVAN58H57KZHMA8		EME4UBGV3CEN2HV6	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4982219371300	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 8221 937 130 0					Canify AG						canify.com	Pharmazeutische Industrie																		Lizenzierter pharmazeutischer Anbieter von medizinischem Cannabis.																											manuav_a_liste		2025-05-26T13:34:48.281Z	open	$none			
BP7UN8ZP3W7CSLU8		QAWWQPGDKVW57W6B	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+496925427127	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 69 254 271 27					CHOCOLISSIMO						chocolissimo.de																			Bietet individuell gestaltete Werbegeschenke aus Schokolade für Firmenkunden.																											manuav_a_liste		2025-05-26T13:39:55.547Z	open	$none			
BRF8PP2T8VG6XFDY		UD7ANTXBL7UEK52S	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4989680040	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 89 68004 0					PCS Systemtechnik GmbH						pcs.com																			Bietet Lösungen für Zeiterfassung und Personaleinsatzplanung, die speziell auf die Bedürfnisse des Gesundheitswesens zugeschnitten sind.																											manuav_a_liste		2025-05-26T13:39:48.261Z	open	$none			
BY2L7CKTC2U5LR3E		LK4H8AYJUDYP6H8E	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4981057709100	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 8105 7709 100					quantum-systems						https://quantum-systems.com/																			tracking drohne																											manuav_a_liste		2025-05-26T13:40:04.102Z	open	$none			
BZ8234YZT39XS8F5		GXMJZLGX7K8JLDDZ	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+49368369210	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 3683 69 210					viba sweets group						https://viba-sweets.de/																			Deutscher Süßwarenhersteller, bekannt für Nougat- und Marzipanprodukte sowie Pralinen und Schokoladen.																											manuav_a_liste		2025-05-26T13:40:06.506Z	open	$none			
CAUM9M99XRDBG3KK		YG7FC9N6ND2T7G2C	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+498007236805	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 800 72 36 805					Optos GmbH						optos.de	Medizintechnik – Ophthalmologie / Augenchirurgie																		Anbieter von Ultraweitwinkel-Netzhautbildgebungssystemen mit optomap®-Technologie zur frühzeitigen Erkennung von Netzhauterkrankungen.																											manuav_a_liste		2025-05-26T13:34:54.826Z	open	$none			
CEVFARJNQA57K349		PHNTJRBXLS2JYJMV	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4930983216010	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 30 98 32 16 010					Aurora Deutschland GmbH						auroramedicine.com	Pharmazeutischer Großhandel																		Anbieter von Cannabisblüten und -extrakten.																											manuav_a_liste		2025-05-26T13:34:49.198Z	open	$none			
CHG78D5S6ZBY3EV9		Y2L6P4SHXF7YW47Z	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+49621370380	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 621 370 380					Raben Group						https://www.raben-group.com/	Transport und Logistik																		Logistikdienstleister mit Fokus auf Landtransport, Kontraktlogistik sowie See- und Luftfracht.																											manuav_a_liste		2025-05-26T13:34:45.997Z	open	$none			
CMBCN7XEDQGQ5NH4		HRLUMZ3L5WTLP3SG	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+492419901330	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 241/9901330					Hemovent						hemovent.com	Medizintechnik / Notfallmedizin																		Entwicklung mobiler ECMO-Systeme zur Herz-Lungen-Unterstützung außerhalb des Krankenhauses.																											manuav_a_liste		2025-05-26T13:34:51.940Z	open	$none			
CQCHWAEF9WBKFP83		3KUJGV68HLRS84RA	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+498619893070	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 861 9893070					greentech						https://greentec.eu/																			GreenTec ist ein auf Recyclinganlagen und Zerkleinerungstechnik spezialisiertes Unternehmen. Es produziert Maschinen und Komplettlösungen zur Zerkleinerung, Aufbereitung und Verwertung von Wertstoffen wie Kunststoffe, Holz, Gummi, Papier, Metalle und Elektroschrott.Leistungsbereiche: Arbeitnehmerüberlassung, Werkverträge, Projektarbeit – für Unternehmen im Maschinenbau, Automotive, MedTech, Aviation etc.																											manuav_a_liste		2025-05-26T13:40:03.476Z	open	$none			
CRXRB9QJDV6DPZKX		YMYQYYQTXL7LYSJF	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+4976211770	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 7621 177 0					Liveo Research GmbH						www.liveoresearch.com																			Deutscher Hersteller von innovativen Blisterfolien für die Pharmaindustrie, bekannt für umweltfreundliche Lösungen mit hohen Barriereeigenschaften.																											manuav_a_liste		2025-05-26T13:39:53.199Z	open	$none			
CUL8ATJXA2S9GUZB		9RRD7CM6MM2PNATM	manuav_a_liste	open	$none	2025-05-26T13:39:47.494Z	2025-05-26T13:39:47.494Z			+498912345678	Europe/Berlin		Adressrecherche_Edel_Anna_Alt.csv				0049 89 12 34 56 78					XO Life						https://www.xo-life.com/																			Münchner MedTech-Startup, das eine Meta-Plattform als digitalen Begleiter für Patienten in Bezug auf Medikamente, Produkte, Therapien und Krankheiten entwickelt hat.																											manuav_a_liste		2025-05-26T13:40:15.740Z	open	$none			
CYLRQS5P2HTNHB27		38ZU9FAWNFWW7E68	manuav_a_liste	open	$none	2025-05-26T13:34:44.261Z	2025-05-26T13:34:44.261Z			+4930470135050	Europe/Berlin		Adressen A 22.05.25 (1).csv				0049 30 4701 350 50					Cantourage GmbH						cantourage.com	Pharmazeutischer Großhandel																		Anbieter von Cannabidiol, Cannabisblüten, -extrakten und Dronabinol.																											manuav_a_liste		2025-05-26T13:34:49.646Z	open	$none			
