Company;# Employees;Industry;Website;Company Linkedin Url;Company Street;Company City;Company State;Company Country;Company Postal Code;Company Address;Keywords;Company Phone;Short Description;model_score;confidence;reasoning;cost_usd;token_cost_usd;web_search_calls;service_tier;model;run_id
Sequid GmbH;4;electrical/electronic manufacturing;http://www.sequid.de;http://www.linkedin.com/company/sequid-gmbh;9 Anne-Conway-Strasse;Bremen;Bremen;Germany;28359;9 Anne-Conway-Strasse, Bremen, Bremen, Germany, 28359;dtdr, rf multiplexer, stdr, rf accessories, appliances, electrical, & electronics manufacturing, high-precision probes, rf circuit design, testing laboratories and services, coaxial cables, fault detection, impedance calculation software, impedance control, cable testing, sma adapters, dielectric constant, pcb impedance measurement, rf measurement, impedance calculation, electrical equipment manufacturing, material parameter measurement, electronics and appliance manufacturing, ghz bandwidth tdr, 10ghz rf multiplexer, fault localization on pcbs, low jitter, rf measurement automation, permittivity measurement, low jitter tdr systems, dielectric spectroscopy, tdr measurement, differential step generators, dielectric measurement, s-parameter analysis, material property analysis, calibration kits, automated impedance coupons, automatic impedance testing, automated measurement, fault localization, ghz dielectric spectroscopy, high-frequency testing, pcb testing, test coupons, time domain reflectometers, high stability tdr, high bandwidth, b2b, consulting, services, semiconductor and other electronic component manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering, manufacturing;'+49 42 1989764;Sequid is your expert for high-frequency and TDR measurements. We support you in the fields of controlled impedance PCBs, RF measurement technology and dielectric spectroscopy.;7.2;high;German GmbH in Bremen selling specialized RF/TDR measurement devices and software mainly to industrial and R&D customers, with many DACH logos and clear B2B focus. Pricing is likely high-ticket hardware/software, making outbound viable, and delivery is scalable. Niche but decent DACH TAM in electronics, PCB, and materials labs. Technical product yet pain/ROI is explainable for engineering leaders by phone.;0.015087;0.005087;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
HighQSoft GmbH;11;information technology & services;http://www.highqsoft.com;http://www.linkedin.com/company/highqsoft-gmbh;17C Black-und-Decker-Strasse;Idstein;Hesse;Germany;65510;17C Black-und-Decker-Strasse, Idstein, Hesse, Germany, 65510;test data management, measurement data management, test data standardization, asam ods, asam ods server, data processing scripts, big data solutions, data streaming, data transformation, data reporting, data querying, data access control, measurement data reports, rest api, measurement data automation, measurement data compatibility, test data scalability, test data validation, data security, data export tools, measurement data repository, data accessibility, data monitoring, test data lifecycle, data standardization, test data format, measurement data visualization, data storage, data gateway, measurement data, test data integration, test data lifecycle management, data processing, test data exchange, measurement data lifecycle, test data repository, measurement data standard, data visualization, data analysis tools, test data reports, data management and analytics, test data compatibility, hql, test data optimization, measurement data scalability, data workflow, data integration, test data standards, matlab integration, sql-like query language, enterprise data platform, data analysis, data repository, data import tools, data automation, data cleansing, measurement data format, data import, data synchronization, test data security, measurement data exchange, measurement data validation, data validation, workflow automation, data model, data reports, test data visualization, data archiving, data security protocols, test data management system, test data organization, asam mdf, measurement data security, data interoperability, data export, test data automation, diadem integration, data enrichment, data validation tools, data backup and recovery, data orchestration, automotive industry, concerto integration, information technology and services, data visualization tools, b2b, consulting, services, computer systems design and related services, computer & network security, information technology & services, enterprise software, enterprises, computer software, data analytics;;"For over twenty-five years, HighQSoft GmbH has been an international leader and independent partner providing Test Data Management Systems. For our customers from the automotive and related industries, we offer distributed and scalable software platforms for corporate-wide access to testing data. We are a part of the quality assurance pushing vehicle innovations to high-quality series products.

We specialize in taking time-, frequency- and event-based raw data from any source, vehicle, or proprietary format, combining it with valuable use-case information, and turning it into actionable knowledge for your business. We handle everything from data onboarding, validation, management, and analysis integration for a single test stand setup or an entire enterprise.

 

Our software supports all testing domains (e.g. Battery Testing, Calibration Testing, Emissions Testing, Powertrain Testing, Safety Testing, Vehicle Testing, and more). We offer our IT consulting and development services for our customers in the main markets of Europe, North America, and Asia.";8.0;high;German B2B software vendor providing measurement/test data management platforms mainly for automotive and related industries, with HQ in Idstein and German-language site. Clear enterprise ICP, long operating history, and strong DACH presence. Deal sizes and complexity likely justify outbound, and onboarding seems scalable, though niche TAM and technical buyer focus keep it below “dream customer” tier.;0.013715;0.003715;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
planzeit GmbH;11;information technology & services;http://www.planzeit.de;http://www.linkedin.com/company/planzeit;42 Nordstrasse;Beckum;North Rhine-Westphalia;Germany;59269;42 Nordstrasse, Beckum, North Rhine-Westphalia, Germany, 59269;workforce management, personaleinsatzplanung, projektplanung, besucherverwaltung, betriebsdatenerfassung, kostenstellen, zeiterfassung, zutrittskontrolle, mobile zeiterfassung, software development, self-service-portal, zeiterfassung für gesundheitswesen, business-intelligence-tool, hr-software, arbeitszeitsoftware, self service, on-premise software, personalmanagement, personalplanung, human resources, bite bewerbermanager, zeiterfassungssoftware, zeiterfassung für gastronomie, arbeitszeit-analyse, kostenstellenverwaltung, information technology and services, eau-service, zeiterfassung für einzelhandel, zeiterfassungssystem, urlaubsplanung, personalsoftware, arbeitszeit-optimierung, workflow-management, bewerbermanagement, business intelligence, schulungsmanagement, zutrittskontrollsystem, personalentwicklung, arbeitszeitmanagement, zeiterfassung für baugewerbe, personalplanungslösung, arbeitszeitkontrolle, cloud-lösungen, betriebsdatenerfassungssystem, digitale personalakte, security and access control, zeiterfassung für logistik, rfid-technologie, b2b, services, computer systems design and related services, information technology & services, analytics;;"planzeit GmbH is a German company that specializes in workforce management solutions, focusing on time tracking, personnel planning, and access control. With over 30 years of experience, the company provides a range of software and hardware products designed to optimize personnel deployment and improve cost management while ensuring compliance with legal requirements. Their solutions are developed in Germany, emphasizing user-friendliness and quick implementation.

The core offerings include time tracking software and mobile apps that enable employees to record working hours, view schedules, and manage absence requests. Personnel planning tools help align workforce resources with demand, while access control solutions secure physical entry to company premises. planzeit's products cater to various sectors, including e-commerce, retail, healthcare, and logistics, aiming to enhance transparency and streamline processes for both employees and employers. The company is committed to data protection and GDPR compliance, providing mobile accessibility and a strong price-performance ratio. Headquartered in Beckum, Nordrhein-Westfalen, planzeit operates with a small team and maintains a focus on delivering effective workforce management solutions.";8.0;high;German workforce management/Zeiterfassung software with strong B2B focus and many verticals in DACH. Established since 1989, active product news and mobile apps indicate mature operations and scalable onboarding. Likely mid-ticket, recurring software where outbound to HR/operations leaders is viable in DACH.;0.013621;0.003621;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
Hintbox;5;information technology & services;http://www.hintbox.de;http://www.linkedin.com/company/hintbox-eu;;Koblenz;Rhineland-Palatinate;Germany;;Koblenz, Rhineland-Palatinate, Germany;software development, dsgvo-konformität, unternehmensbranding, whistleblower-software, datenverschlüsselung, datenschutz, compliance, sicheres datenhosting in deutschland, iso 27001 zertifiziertes system, partner-white-label-lösung, datenschutzkonforme hinweisplattform, zugriffsrechte, compliance management, white-label-lösung, sicheres meldeportal, support und schulung, datenschutzkonzept, hinschg umsetzung, mobile optimierung, automatisierte kommunikation, formularkonfiguration, eu-whistleblower-richtlinie, individuelle formulargestaltung, sicheres hosting in deutschland, sicheres datenhosting, sicheres hinweisgebersystem, revisionssicherheit, fristenmanagement, anonymes hinweisverfahren, benutzerverwaltung, datenschutzkonforme lösung, information technology and services, sicheres hosting, meldesystem für unternehmen, ende-zu-ende verschlüsselung, multi-channel hinweisabgabe, benutzerfreundlichkeit, anonymität, mobile hinweisabgabe, interne meldekanäle, hinweisgebersystem, benutzer- und rechteverwaltung, datenhosting deutschland, penetrationstests, it-compliance, sicherheitsfeatures, berechtigungssystem, legal services, dsgvo-konforme datenverarbeitung, partnerlösungen, vertrauliche hinweisaufnahme, schulungen und support, compliance software, cybersecurity, verschlüsselungstechnologie, automatisierte fristenüberwachung, iso 27001 zertifiziert, iso 27001, digitales hinweisgebersystem, sicherheitszertifikate, lieferkettengesetz, fallbearbeitung, partner-white-label-system, meldungsplattform, white-label hinweisgebersystem, meldemanagement, unternehmensrisikomanagement, rechtssichere meldung, unternehmenssicherheit, externe hinweisgeber, mehrmandantenfähigkeit, live-chat, anonymes hinweisportal, revisionssichere dokumentation, individuelle formularerstellung, rechtssicherheit, whistleblower system, compliance-tool, hinweismanagement-software, externe und interne meldekanäle, compliance-software, pdf-export, mehrsprachige hinweisplattform, public administration, partnerprogramm, automatisierte fristenkontrolle, multi-channel-meldung, mehrsprachige plattform, mehrsprachigkeit, fallmanagement, audit- und revisionssicherheit, datenschutzmanagement, it-sicherheit, b2b, non-profit, government, consulting, services, other scientific and technical consulting services, data security, regulatory compliance, system integration, digital transformation, cloud software, data analytics, information technology & services, nonprofit organization management, computer & network security;'+49 261 98803700;"Hintbox is a German company based in Koblenz, specializing in secure whistleblower systems that help organizations comply with legal requirements, particularly the EU Whistleblower Protection Directive and GDPR standards. Founded in 2020, Hintbox employs fewer than 25 people and generates under $5 million in revenue.

The company offers a digital whistleblower platform that allows organizations of all sizes to establish an EU-compliant reporting system quickly and securely. This platform supports anonymous and personalized communication between whistleblowers and case handlers, promoting transparency and integrity. Key features include automated deadline management, multilingual support, two-factor authentication, and end-to-end encryption. Hintbox also provides an ombudsman solution to enhance compliance levels. 

With tiered subscription plans starting at €49 per month, Hintbox serves a diverse clientele, including corporations, government entities, and legal firms across over 65 countries. Its platform is particularly suited for industries such as construction, manufacturing, and plant engineering, ensuring a reliable and efficient reporting system.";8.6;high;Hintbox offers B2B whistleblower/compliance SaaS focused on EU/DACH regulations, with German site, legal context and many German customer references. Pricing (~49–69€/month plus add-ons) and fully cloud-based onboarding support scalable outbound to thousands of SMEs and public bodies. Clear regulatory pain, broad DACH TAM, standardized product, and a simple compliance ROI pitch make it a strong Manuav target.;0.013829;0.003829;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
BIELENBERG GmbH;9;machinery;http://www.bielenberg.de;http://www.linkedin.com/company/bielenberg-gmbh;51 Heisenbergstrasse;Kerpen;North Rhine-Westphalia;Germany;50169;51 Heisenbergstrasse, Kerpen, North Rhine-Westphalia, Germany, 50169;armaturen, sicherheitsventile, instandsetzung, drehkegelventile, klappen, schiebern, kugelhaehne, regelventile, industrial machinery manufacturing, kugelhähne und kuekenhaehne, automobilindustrie, ersatzteilbeschaffung, dichtheitsprüfung nach din iec 534, hochdruckprüfung bis 800 bar, explosiongeschützte geräte, reparatur explosionsgeschützter geräte, montage und demontage, dichtflächenschleifen, scc**, wassergefährdungsklasse, automatisierte kalibrierung, automobilzulieferer, din iso 9001:2015, schweißarbeiten nach din/ansi, wgk wassergefährdungsklasse, instandsetzung von armaturen, effiziente logistik, industriearmaturen, wasserhaushaltsgesetz, modernes ausbildungszentrum, deutscher mittelstand, ventilreparatur, sicherheitsprüfungen, synergieeffekte, herstellerzertifikate, armaturenservice, prozessindustrie, scc** zertifizierung, kundenzufriedenheit, sonderteile für flanschformänder, schlanke prozesse, ventile und durchflussmesser, spezialdichtungen und packungen, herstellerunabhängigkeit, synergien mit automobilindustrie, regelarmaturen, onsite-service, qualitätsmanagementsystem, kundenorientierte lösungen, mechanical repair services, turnarounds und stillstände, process industry, spezialpackungen, industrieanlagenwartung, sonderdichtungen, wasser- und gasarmaturen, kalibrierung, sauerstoffarmaturen nach bam-vorschriften, sicherheits- und druckprüfungen, digital justierte stellungsregler, dichtheitskontrolle, wartung von regelventilen, onsite-werkstätten, industrial maintenance, turnaround-service, langjährige erfahrung, ta-luft, dichtheitsprüfung, sicherheitsarmaturen, schweißarbeiten, reparatur nach din und ansi, sonderteile für flanschformänderung, qualitätsmanagement, fachkompetenz, zertifizierte wartung, fachkräfte mit spezialwissen, prozessanlagen, modernisierung von armaturen, schweißtechnik, wasser- und gasarmaturen für kritische anwendungen, automatisierte prüfverfahren, hochdruckarmaturen bis 800 bar, reparatur von hochdruckarmaturen, qualitätszertifikate, manufacturing, sauerstoffarmaturen nach bam, digital justierte endschalter, zertifizierte instandhaltung, spezialdichtungen, explosionsschutz, durchflussmessung, ta-luft konformität, sonderanfertigungen, industrial equipment and machinery, automatisierungstechnik, kalibrierung und abgleich, b2b, services, electronic and precision equipment repair and maintenance, cleaning services, supply chain management, mechanical or industrial engineering, logistics & supply chain;'+49 223 7973450;"Wir suchen Unterstützung - Besuchen Sie einfach unsere Internetseite und informieren Sie sich !

BIELENBERG ist Ihr kompetenter Partner für die Instandsetzung von Regelventilen, Drehkegelventilen, Durchflussmessern, Sicherheitsventilen, Klappen, Kugelhähnen, Schiebern, Motorenantrieben, Anbaukomponeten sowie für weitere Funktionsteile in der Anlagentechnik. 

Wir bieten Ihnen anwendungsorientierten und kundennahen Service, langjährige Erfahrung, sowie die Fachkompetenz auf dem Gebiet Mess- und Regeltechnik.

Schnelligkeit und Kundenzufriedenheit sind enorm wichtig. Bei uns können Sie auf einen leistungsstarken Vor-Ort-Service zählen. 

Unsere Mitarbeiter helfen direkt vor Ort in Ihren Anlagen und können zudem Aggregate in den Werkstätten unserer Kunden instandsetzen, damit es besonders schnell geht.

Wir arbeiten für namhaften Unternehmen der Prozessindustrie (Chemie, Petrochemie, Lebensmittel und Pharma). Ferner für Energieversorger, Betreibern von Geothermiekraftwerken oder Brauereien.";7.5;high;German B2B industrial services firm focused on repair and overhaul of industrial valves and flow meters, serving manufacturing/process plants with sizeable deal values and repeat needs. Strong DACH roots and operational maturity, with scalable service capacity. Niche is technical but value and ROI are clear enough for targeted outbound to plant and maintenance leaders.;0.014986;0.004986;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
I-GB // Initiative - Gesunder Betrieb GmbH;25;health, wellness & fitness;http://www.i-gb.de;http://www.linkedin.com/company/i-gb;;Bayreuth;Bavaria;Germany;;Bayreuth, Bavaria, Germany;betriebliches gesundheitsmanagement, betriebliche gesundheitsfoerderung, sachbezug, mitarbeiterbenefits, bgm, bgf, wertschaetzung, gesundheitsfoerderung, mitarbeitermotivation, fehltage reduzieren, arbeitgeberattraktivitaet steigern, firmenfitness, wellness & fitness services, belohnungssysteme, employee benefits, gesundheitstage, fitnessstudios, health and wellness services, gesundheitspakete, workouts, bgm-blog, mitarbeiterbindung durch gesundheit, gesundheit in der pflege, gesundheit am arbeitsplatz, joggen, gesundheitsschutz, radfahren, online-workouts, gesundheitsangebot, gesundheitssysteme, corporate benefits, betriebliche gesundheitsförderung, health technology, ernährung, gesundheit in der industrie, gesundheitsberatung, gesundheitstechnologie, physiotherapie, unternehmen, gesundheitssystem, unternehmensgesundheit, gesundheit, schwimmbäder, belohnungen für aktivität, gesundheitsförderung, digitale gesundheitsangebote, gesundheitsmanagement, entspannung, saisonale rezepte, mitarbeitende, gesundheitspolitik, thermen, stressabbau, corporate wellness, gesundheitstipps, online-apps, gesundheitsquiz, arbeitsplatzgesundheit, online-training, gesundheitsaktivitäten, b2b, consulting, services, colleges, universities, and professional schools, health, wellness & fitness;'+49 921 16497190;"I-GB, or Initiative - Gesunder Betrieb GmbH, is a German company based in Bayreuth, specializing in corporate health promotion and employee fitness engagement. Founded in 2011, it emerged from a university project aimed at enhancing workplace health and fitness. The company offers a flexible health promotion program that allows employees to participate in various activities such as running, cycling, and fitness workouts, with incentives for employers to reward participation.

With a customer base of over 500 companies, I-GB provides access to a wide network of health providers, offering discounts and incentives to encourage employee wellness. Their mobile app delivers personalized health offers and motivational content, enhancing engagement in health activities. Recognized as a market leader, I-GB has received the Top Brand award in corporate health providers for four consecutive years as of 2024. In the same year, the company was acquired by the Epassi Group, further strengthening its position in the employee wellbeing sector.";7.5;high;"German B2B provider of corporate health promotion and benefits for employers, with 600–700+ company customers and focus on DACH, especially German SMEs. Clear GTM motion, active hiring in field sales, recurring membership model and app-based delivery indicate good economics and onboarding capacity. TAM among German employers is large and the value prop (healthier, more engaged staff; tax-advantaged benefits) is easy to pitch by phone. Category is somewhat competitive and partially HR/benefits-driven, so not a perfect “dream” profile but still an attractive target for Manuav.";0.015228;0.005228;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
NETFACTORY GmbH Internet Service;12;information technology & services;http://www.netfactory.de;http://www.linkedin.com/company/netfactory-softwareloesungen;20 An den Schanzen;Fuerstenau;Lower Saxony;Germany;49584;20 An den Schanzen, Fuerstenau, Lower Saxony, Germany, 49584;abfallwirtschaft, ecommerce, fms, pps, crm, erp, software development, branchensoftware abfallwirtschaft, dispositionsmanagement, branchenlösung, erp-system, automatisierte belegerfassung, softwareentwicklung, cloud-lösung, individuelle anpassung, software implementierung, vertragsmanagement entsorgung, produktionssteuerung, software updates, gefahrstoffmanagement, software customization, erp-software, software beratung, gps-tracking behlter, containerverwaltung, stammdatenverwaltung, tourenplanung, gefahrstoffnachweis, modulare software, waagenintegration, information technology and services, webbasierte erp, recycling industry, abfallmanagementsystem, fernwartung, finanzbuchhaltung, zusatzmodule, cloud hosting, spezialisierte recyclingsoftware, entsorgungssoftware, fahrzeugmanagement entsorgung, software schulung, kundenmanagement, datenmanagement, waste management, automatisierte prozesse, tourenverwaltung, software für entsorgungswirtschaft, branchensoftware, business software, unternehmenssoftware, software support, warenwirtschaft, recyclingwirtschaft, systemintegration, environmental services, self-hosted software, software für recyclingunternehmen, mobile working, recyclingsoftware, abfallnachweis, automatisierung, software wartung, software für handel und industrie, waage-anbindung, b2b, consulting, services, computer systems design and related services, cloud solutions, inventory management, project management, system integration, business consulting, supply chain management, digital transformation, accounting software, e-commerce, consumer internet, consumers, internet, information technology & services, sales, enterprise software, enterprises, computer software, cloud computing, renewables & environment, productivity, management consulting, logistics & supply chain;'+49 5901 960105;"Cloud Business Lösung für Handel und Produktion - myfactory
Cloud Business Lösung für die Abfall- und Recyclingwirtschaft - mynature
Cloud Telefonanlage - 3CX";7.4;high;"German B2B ERP and industry software provider focused on SMEs in trade, industry and waste management; purely DACH-based with hundreds of German customers and cloud-based products, indicating strong TAM and scalable onboarding. Deal sizes and long-term ERP relationships support outbound economics, and IT/operations buyers are reachable by phone. Some offerings are still quite customized services, so fit is attractive but not ideal.";0.015051;0.005051;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
Akkurat financial service GmbH;8;financial services;http://www.akkurat-service.eu;http://www.linkedin.com/company/akkurat-financial-service;56 Hohenzollernring;Muenster;Nordrhein-Westfalen;Germany;48145;56 Hohenzollernring, Muenster, Nordrhein-Westfalen, Germany, 48145;maklerbetreuung, independent broker network, online broker tools, market analysis tools, broker platform, data security, broker network, digitalization for brokers, broker network münster, insurance broker support, regulatory compliance support, automated client onboarding, partner portal for brokers, automation in insurance, partner management, customer management, independent financial broker network, financial services, partner portal features, independent broker success tools, cloud solutions for finance, digital marketing for brokers, insurance, software as a service, crm integration, independent broker support, digital document delivery, independent broker platform, broker-specific software, customized broker solutions, digital contract management, insurance support, insurance and finance solutions, digital transformation in finance, training and coaching, bipro norm services, digital tools for brokers, market insights for brokers, b2b, consulting, services, insurance agencies and brokerages, coaching, digital transformation, financial consulting, financial planning, customer relationship management, health insurance, lead generation, automation, regulatory compliance, payment processing, risk management, customer retention, computer & network security, information technology & services, saas, computer software, insurance agencies & brokerages, management consulting, crm, sales, enterprise software, enterprises, marketing & advertising;;"2002 wurde die AKKURAT financial service GmbH als Verbundunternehmen für bundesweit tätige Finanz- und Versicherungsmakler in Münster ins Leben gerufen. Heute gehören wir zu den bundesweit größten Verbundunternehmen. Wir verstehen uns als besonders persönlicher und leistungsstarker Dienstleister, der Sie in Ihrer täglichen Arbeit wirksam unterstützt und entlastet.

Gestalten Sie Ihre Selbstständigkeit so, wie Sie es für richtig halten - wir sind genau dort für Sie da, wo Sie uns brauchen!

Unser Konzept hat sich bewährt: Nicht umsonst profitieren inzwischen über 190 qualifizierte Partnerunternehmen mit ca. 360 Vertriebsmitarbeitern von unseren Leistungen. Wir zählen zu den größten Verbundunternehmen Deutschlands. Der Gesamtumsatz bewegt sich um 25 Mio. Euro herum. 

Vom Standort Münster aus unterstützen wir unsere bundesweiten Partner in den Sparten Altersvorsorge, Krankenabsicherung, Komposit sowie Finanzierung und Bausparen. Abgerundet wird das Produktportfolio durch Investment, Realimmobilien und Beteiligungen.

Unsere Fachteams beraten Sie ganz persönlich, damit Sie Ihre Kunden optimal betreuen können. Ob einzelne Fragen, Vertriebsunterstützung oder unternehmerisches Coaching - wir sind für Sie da.";7.5;high;Clearly B2B: a German Maklerverbund providing services, tools and a portal for independent financial and insurance brokers, explicitly not for consumers. Strong DACH presence (German GmbH, Münster HQ, 180 partner firms, thousands of customers) and active hiring suggest solid operations and scalable onboarding. Economics and recurring broker relationships make outbound to new partner-maklers viable, and the value prop is phone-pitchable, though category is somewhat niche and Germany-focused, limiting broader DACH TAM slightly.;0.015147;0.005147;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
M. Zilken GmbH;7;wholesale;http://www.zilken-gmbh.de;http://www.linkedin.com/company/m.-zilken-gmbh;4 Mathias-Brueggen-Strasse;Cologne;North Rhine-Westphalia;Germany;50827;4 Mathias-Brueggen-Strasse, Cologne, North Rhine-Westphalia, Germany, 50827;kundenzufriedenheit, obsolescence management, iso certification, packaging technology, b2b web solutions, specialized industrial solutions, obsoleszenzmanagement, supply chain logistics, katalog management, hydraulics and pneumatics, vendor managed inventory, inventory management, supply chain management, produktberatung, kits manufacturing, b2b trade, safety equipment, wholesale trade, logistics, industrial products, custom system solutions, quality management, elastomer technology, spezialanfertigungen, lieferantenmanagement, process automation, technical trading, logistik, industriebedarf, logistics solutions, kanban logistics, product range, zertifizierung, industrial safety gear, standardteile, industrial supplies, custom manufacturing, technical consulting, laser technology, elastomer parts, drawing parts, manufacturing, it services, iso 9001:2015, b2b, e-commerce, government, consulting, services, industrial machinery and equipment merchant wholesalers, industrial supply, digital transformation, electrical engineering, branding, logistics & supply chain, mechanical or industrial engineering, information technology & services, consumer internet, consumers, internet;'+49 22 129196740;Seit 1949 steht bei Zilken die Erfüllung der Kundenbedürfnisse im Mittelpunkt unseres Handelns. Als verlässlicher Partner für Industrie, Handwerk und die öffentliche Hand bieten wir ein breites Spektrum an Industriebedarf, das sowohl allgemeine als auch spezialisierte Artikel umfasst. Von den kleinsten Standard O-Ringen bis hin zu hochkomplexen Systemlösungen setzen wir alles daran, die Anforderungen unserer Kunden zu verstehen und zu erfüllen. Dabei legen wir großen Wert auf effiziente Arbeitsabläufe und nutzen unter anderem Kanban-Prinzipien, um eine optimale Warenverfügbarkeit und einen reibungslosen Produktionsprozess sicherzustellen. Unser Lieferspektrum umfasst nicht nur ein reichhaltiges und gut sortiertes Lagerangebot an Standardprodukten gemäß DIN, EN oder ISO, sondern wir sind auch in der Lage, maßgeschneiderte Spezialanfertigungen nach individuellen Zeichnungen oder Mustervorlagen anzufertigen. Durch unsere langjährige Erfahrung und unser Engagement können wir unseren Kunden nicht nur kurzfristige Lieferungen garantieren, sondern auch eine hohe Qualität und Zuverlässigkeit in unseren Produkten und Dienstleistungen sicherstellen.;7.5;high;German B2B industrial procurement/logistics partner serving mid-sized and large manufacturers with C‑parts management and supply-chain services. Strong DACH presence, active operations, and sizable TAM, with recurring, higher-value contracts and scalable delivery. Clear phone-pitchable value (secure, efficient supply). Some services are bespoke, so onboarding scalability is good but not perfect.;0.013716;0.003716;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
RÜGER IT-Ingenieurbüro;19;information technology & services;http://www.rueger-it.de;http://www.linkedin.com/company/r%c3%bcger-it-ingenieurb%c3%bcro;;Ilshofen;Baden-Wuerttemberg;Germany;;Ilshofen, Baden-Wuerttemberg, Germany;itprojektmanagement, support hotline, netzwerkadministration, support amp hotline, it services & it consulting, it-support, servermanagement, information technology & services, it-projektmanagement, it-notfallmanagement, cloud-lösungen, firewall-systeme, it-datensicherheit, cloud-integration, it-beratung, it-optimierung, kommunale it-lösungen, datenschutz, support & hotline, netzwerksicherheit, virtualisierung, it-infrastruktur, virtualisierungslösungen, fernwartung, prozessanalyse, it-sicherheitskonzepte, netzwerk- und servermanagement, it security & data protection, it-compliance, it-weiterbildung, it-sicherheit, computer systems design & related services, b2b, government, consulting, services, computer systems design and related services;'+49 7904 9444770;"IT - die einfach funktioniert
Von Ihrem IT-Systemhaus zwischen
Crailsheim und Schwäbisch Hall

Kaum ein Unternehmen kann ohne IT arbeiten.
Wir sind spezialisiert auf hochindividuelle und qualitativ hochwertige IT-Infrastruktur und IT-Projektmanagement für Geschäftskunden sowie öffentliche & kommunale Einrichtungen.";7.5;high;German IT system house offering B2B IT services (security, network, project management, support) to regional SMEs, with clear DACH focus and active hiring, so operational status and TAM in German Mittelstand are solid. Services are recurring/support-heavy with reasonable deal sizes and scalable onboarding, and phone pitch to owners/IT-responsibles is straightforward. As a regional provider with likely modest ticket sizes vs. large enterprise SaaS, fit is attractive but not “dream customer,” so mid-high score is appropriate.;0.015049;0.005049;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
SIGMA Gruppe / Dillingen Saar;14;machinery;http://www.swwp.de;http://www.linkedin.com/company/sigma-gruppe-dillingen-saar;;Dillingen;Saarland;Germany;;Dillingen, Saarland, Germany;machinery manufacturing, kundenorientierung, material bis 800 mm dicke, stahlprodukte, stahl für bauindustrie, xxl-brennzuschnitte, materialprüfung, qualitätssicherung, walzdraht, komplexe anarbeitung, offshore-industrie, flexibilität, feinbleche, stahlhandel & stahlservice, stahl für offshore-industrie, metallverarbeitung, grobbleche, individuelle stahlbearbeitung, internationale lieferanten, stahlservice, materialbearbeitung, stahlhandel, oberflächenveredelung, stahl-coils, unabhängigkeit, materialsortiment, spezialstahlbearbeitung, maschinenpark, lagerbestand, hochpräzise brenntechnik, individuelle stahlzuschnitte, sondergüten, brennzuschnitte & anarbeitung, stahl für maschinen- und anlagenbau, cnc maschinen, qualitätskontrolle, spaltband, lagerhaltung, materialbearbeitungstechnologien, schweißen, schnelle lieferung, materialqualität, sandstrahlen, maschinenbau, lieferprogramm, lackierarbeiten, brennzuschnitte, bauindustrie, materialstärken, materialien in allen gängigen güten, b2b, services, rolling and drawing of purchased steel, mechanical or industrial engineering;'+49 683 1760926;"Als inhabergeführte und konzernunabhängige Unternehmensgruppe stehen wir mit Stahlhandel und -service sowie Brennbetrieb auf zwei gesunden Beinen - und für hohe Qualität, die uns erfolgreich macht.

Ein eigenes Lager mit über 10.000 t Grobbleche und Brammen, sowie externe Coilläger und unser weltweiter Verbund mit renommierten Stahlproduzenten macht es uns möglich, Ihre Wünsche kompetent und zügig zu erfüllen.

Und wenn Sie Stahl nicht von der Stange, sondern nach eigenen Maßen und Vorstellungen bearbeitet haben wollen - kein Problem. Unser Brennbetrieb wird es richten";7.3;high;"German mid-sized steel trading, service, and flame-cutting group with 70+ years history, clear B2B focus and strong DACH base. Serves many industrial segments with substantial deal sizes and recurring needs; operations appear mature and scalable. Category is somewhat commoditized but value is tangible and phone-pitchable, making it an attractive but not ideal target.";0.013796;0.003796;1;flex;gpt-5.1-2025-11-13;prod_1000_eval_de_5_30_b2b_1000
