Company;# Employees;Industry;Website;Company Linkedin Url;Company Street;Company City;Company State;Company Country;Company Postal Code;Company Address;Keywords;Company Phone;Short Description;model_score;confidence;reasoning;cost_usd;token_cost_usd;web_search_calls;service_tier;model;run_id
IntraKey technologies AG;7;computer & network security;http://www.intrakey.de;;15 Behrischstrasse;Dresden;Saxony;Germany;1277;15 Behrischstrasse, Dresden, Saxony, Germany, 01277;appliances, electrical, & electronics manufacturing, security systems, mobile top-up terminals, modular solutions, hardware and software development, access control, cloud-based management, id management, hardware integration, room booking system, access control systems, user account management, information technology and services, smart card, software development, automated license verification, multi-location resource management, time tracking, data security, user rights management, customizable user rights, digital access control, integrated safety systems, secure authentication, digital access, fuel data recording, automated reporting, mobile app, app-based identification, system integration, chipcard system, electronic lockers, user identification, cashless payment, open interfaces, secure data storage, smart parking solutions, multi-application id, fleet management, automated data management, modular hardware and software, fleet vehicle control, electronic driver license check, rfid technology, b2b, government, consulting, services, computer systems design and related services, electrical/electronic manufacturing, mechanical or industrial engineering, information technology & services, computer & network security;'+49 351 315580;"Markets and People.

Technological possibilities and human limits. In security technology, and especially identification, temptation and execration lie closer together than in virtually any other field.

Since our company was formed in 1999 we have always understood our task to lie in doing what we can to make everything possible, but not doing everything that is theoretically possible.

As a well-known company with an excellent reputation, IntraKey has long occupied a position at the head of the German market. As a member of the Bundesverband Sicherheitstechnik e.V. (BHE: Federal Association of Security Technology) IntraKey guarantees that it complies with the norms applicable to security technology in its own development and production.

With systems technology which offers a high degree of technological options but nonetheless takes into account the appropriate level of private sphere at all times.";7.5;high;IntraKey provides B2B access control, time tracking and ID management systems for organizations, with German offices and German‑language positioning, so DACH focus and operational status are strong. Solutions are hardware‑software with recurring service, likely mid‑ to high-ticket and suitable for outbound into a broad DACH TAM of enterprises, public institutions and campuses. Delivery appears productized but includes projects, so onboarding scale is good but not fully SaaS-like. Phone pitch to facility/HR/IT/security managers around security, compliance and efficiency is clear, though the Zut;0.015301;0.005301;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
InfoTip Service GmbH;24;information technology & services;http://www.infotip.de;http://www.linkedin.com/company/infotip-service-gmbh;5 Bahnhofstrasse;Georgensgmuend;Bayern;Germany;91166;5 Bahnhofstrasse, Georgensgmuend, Bayern, Germany, 91166;digitalisierungsprozesse, service, salesforce, repairtracking, recallmanagement, it services & it consulting, service process customization, service process workflow, service management software, salesforce integration, service management, defective goods disposal, crm integration, service data analytics, service data security, supply chain management, service workflow management, it solutions for service, warranty process automation, customizable service modules, customer data collection, service automation, end customer portal, sap integration, customer experience enhancement, service process scalability, service process transparency, service process digitization, service process integration, warranty process management, customer service solutions, product data management, customer service platform, service data management, service data integration, software development, service data monitoring, recall management system, service process reporting, service process efficiency tools, service process consulting, service process control, service data structure, service process monitoring tools, manufacturing support services, service process control systems, logistics automation, recall management, warranty claim processing, customer service digitalization, service process efficiency, information technology and services, cloud-based service solutions, service process digitalization, customer communication systems, service process automation software, logistics and supply chain management, service process automation tools, service process automation, customer portal development, recall process management, logistics process control, service process monitoring, service process optimization tools, service process management platform, service process optimization, api integration, logistics control, mobile service apps, customer portal, service process digital tools, digital service solutions, repair tracking system, service workflow optimization, b2b, b2c, e-commerce, d2c, consulting, services, retail, computer systems design and related services, information technology & services, logistics & supply chain, consumer internet, consumers, internet;'+49 234 9733490;"Bei uns dreht sich alles um die Digitalisierung von Service- und Logistikprozessen. Mit unseren Produkten und Leistungen machen wir Service- und Kundendienstprozesse transparenter, schneller und effizienter. Von Garantie-, Reparatur- und Austauschprozessen über Cashback-Aktionen bis hin zur treuhänderischen Auszahlung von Handling-Fees - mit unseren digitalen Lösungen können Sie alle Ihre Serviceprozesse ganzheitlich abdecken.

Zum Impressum:
https://www.infotip.de/de/Impressum.html

Zur Datenschutzerklärung:
https://www.infotip.de/de/Datenschutz.html";8.3;high;German B2B SaaS and services provider focused on digitalizing service, repair, recall and Salesforce-based sales processes, with 25+ years history and global enterprise clients. Clear DACH base (German GmbH, German site, offices), enterprise/upper mid-market ACVs and scalable SaaS/onboarding. Category is competitive but niche, ROI- and operations-focused, and very phone-pitchable for ops/service/IT leaders in DACH.;0.015002;0.005002;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
FutureThinkNow;6;information technology & services;http://www.futurethinknow.com;http://www.linkedin.com/company/futurethinknow;;Berlin;Berlin;Germany;;Berlin, Berlin, Germany;it services & it consulting, trend prediction algorithms, color interaction analytics, color performance analysis, color forecasting neural networks, color palette management, trend prediction models, color data visualization, consumer behavior analytics, trend forecasting software, apparel, fashion retail analytics, color palette analytics, fashion collection analytics, machine learning algorithms, color performance metrics, real-time trend prediction, color prediction accuracy, fashion industry big data, real-time consumer data, retail, data-driven design support, influencer trend analysis, color influence analysis, color analytics for designers, textile, fashion design analytics, influencer trend analysis tools, color trend prediction models, color report automation, fashion collection analysis, fashion retail ai solutions, palette analytics, consumer data analysis, fashion retail decision support, ai-powered color analysis, color data integration, palette creation tools, palette analytics tools, fashion industry data tools, fashion trend monitoring, real-time trend monitoring, consumer behavior analysis, historical data analysis, social media trend monitoring, fashion, data analysis dashboards, market trend prediction, color palette development, influencer trend tracking, digital workspace for fashion, fashion trend data visualization, color trend reports, historical trend data, color matching systems, color forecasting models, trend analysis dashboards, historical color data, data-driven color analytics, runway trend monitoring, trend report generation, fashion collection insights, ai trend prediction, data-driven fashion design, data-driven decision making, color group tracking, fashion industry ai tools, runway collection analysis, market trend monitoring, fashion industry analytics, influencer impact on fashion, runway collection tracking, fashion design data tools, color report generation, fashion trend ai, color trend tracking, trend prediction ai, color analytics platform, ai-powered trend forecasting, color insights platform, fashion trend reports, market trend forecasting tools, color data reporting, market trend insights, color group management, real-time data feeds, ai color forecasting, color trend visualization, influencer impact analysis, consumer insights platform, influencer impact measurement, social media trend analysis, big data analysis, market research tools, color palette creation, data visualization tools, fashion trend analysis, color interaction analysis, b2b, e-commerce, d2c, services, computer systems design and related services, information technology & services, apparel & fashion, consumer internet, consumers, internet;'+49 64 69341400;A new forecasting marketing partner for creative minds in business.;7.4;high;FutureThinkNow offers an AI/SaaS platform for fashion and retail teams, clearly B2B with demo-led sales and scalable onboarding. It has strong DACH relevance via a Berlin HQ and full German site. Fashion/retail in DACH is a large TAM and the AI color-forecasting niche is differentiated and timely. Lack of visible pricing and few public case logos slightly reduce confidence in deal size but overall outbound fit is attractive.;0.016532;0.006531;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
innoME;6;medical devices;http://www.innome.de;http://www.linkedin.com/company/innome-gmbh;27 Fritz-Souchon-Strasse;Espelkamp;North Rhine-Westphalia;Germany;32339;27 Fritz-Souchon-Strasse, Espelkamp, North Rhine-Westphalia, Germany, 32339;elektronikentwicklung, printed electronics, medizinprodukte, manufacturing technology, electrical technologie, cell culture monitoring, rapid prototyping, sensor technology, printed foil thermo forming, thermo forming, plastic construction, sensorengineering, oem, lab consumables, medical equipment manufacturing, microbiological testing, incubator microscope, laboratory equipment, remote monitoring, microscope, microstructure design, regulatory compliance, space-saving design, cell confluency analysis, oem manufacturing, high-quality consumables, medical devices, 24-channel microscope, software & firmware, pharmaceuticals, biotechnology, wound healing assay, injection molding, live cell imaging, lab plastics, biotech, ai algorithms, cytotoxicity assay, automation, custom solutions, reagents, microcarrier bioreactor, sterilization, long-term experiments, automated analysis, pharma, cell culture, b2b, e-commerce, services, medical equipment and supplies manufacturing, supply chain management, medical technology, hospital & health care, medical, consumer internet, consumers, internet, information technology & services, logistics & supply chain;'+49 89 215377000;"Your All-In-One Cell Culture Partner.
We strive to serve your needs and applictaions in the lab with our products and services.
From high-qualtity standard consumables to individual OEM development. From tailored reagents, sera and other media to novelties in cell culture monitoring.

Everything in one place!";7.3;high;German medical equipment manufacturer offering cell culture microscopes, consumables and OEM plastics for labs and biotech/pharma, clearly B2B with strong DACH presence and active operations. TAM among life-science labs is sizable, deals likely mid- to high-ticket and recurring. Positioning is specialized and pitchable by phone, though niche life-science focus and limited public pricing temper the score slightly.;0.014982;0.004982;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
Generali Health Solutions GmbH;27;health, wellness & fitness;http://www.generalihealthsolutions.de;http://www.linkedin.com/company/generali-health-solutions;;Cologne;North Rhine-Westphalia;Germany;;Cologne, North Rhine-Westphalia, Germany;health & human services, kosteneffizienz, gesundheit am arbeitsplatz, arbeitsmedizin, digitales gesundheitsmanagement, gesundheitstrends, gesundheitsmanagement für versicherer, evidence-based health solutions, gesundheitsförderung am arbeitsplatz, insurance, gesundheitsprogramme für versicherer, gesundheitslösungen für unternehmen, gesundheitliche wirksamkeit, mitarbeiterzufriedenheit, produktivitätsmanagement, versicherungsintegration, evaluation durch universitäten, health program validation, mitarbeitergesundheit, unternehmensgesundheit, gesundheitskommunikation, krankheitsprävention, gesundheitsprogramme, produktivitätssteigerung, digital health, präventionsprogramme, präventions- und gesundheitsförderung, gesundheitstrends in der versicherungswirtschaft, gesundheitstechnologien, gesundheitspolitik, corporate health solutions, evaluation und wirksamkeit, gesundheitsschutz, health promotion, corporate health evaluation, gesundheitstechnologie, gesundheitsprogramme mit wirksamkeitsnachweis, kostensenkung, workplace health innovation, gesundheitsdienstleister, health management, health, wellness and fitness, gesundheitliche vorsorge, betriebliches gesundheitswesen, gesundheitliche evaluation, evidence-based health programs, gesundheitsförderung, health outcome measurement, innovative gesundheitslösungen, gesundheitsmanagement, gesundheitsmanagement in der versicherungsbranche, gesundheitssprogramme für unternehmen, gesundheitsstudien, digital health apps, health care services, gesundheitsförderung durch studien, versicherungsangebote, gesundheitsprogramme mit universitärer evaluation, betriebliches gesundheitsmanagement, medizinische expertise, gesundheitsdatenanalyse, b2b, services, offices of all other health practitioners, risk management, health, wellness & fitness, information technology & services;'+49 221 16365000;"Gesunde Mitarbeiter sind einer der entscheidenden Erfolgsfaktoren für Unternehmen. Seit über 10 Jahren entwickeln wir Gesundheitsprogramme um Menschen beim Gesundwerden zu unterstützen. 

Profitieren Sie mit uns vom Erfolgsfaktor Mitarbeitergesundheit.";7.7;high;German Generali Group subsidiary offering B2B health and mental-health programs and digital tools to employers, insurers and institutions, clearly focused on employee productivity and wellbeing in Germany and globally. Strong DACH presence, large TAM and scalable, programmatic offerings with enterprise economics. Phone pitch to HR and corporate health decision-makers is clear, though competition in corporate health/benefits is intense, so score is attractive but not top-tier.;0.013837;0.003837;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
Hipp Endoskop Service GmbH;8;medical devices;http://www.hipp-endoskopservice.com;http://www.linkedin.com/company/hipp-endoskop-service-gmbh;10 Glottertalstrasse;Freiburg;Baden-Wuerttemberg;Germany;79108;10 Glottertalstrasse, Freiburg, Baden-Wuerttemberg, Germany, 79108;industrie, medizin, qualitaetssicherung, reparatur, service, medicin, endoskope, endoscope, quality assurance, industry, repairservice, chirugie, surgery, medical devices, präzisionsfertigung, industrielle endoskope, endoskop zubehör, 360° drehbarer schaft, industrial equipment manufacturing, hochauflösende bildsysteme, endoskop entwicklung, serie fb, endoskop mit schnellverschluss, medizinische geräte, kamerasysteme, medizintechnik freiburg, manufacturing, endoskop wartung, turboskop, reparatur von endoskopen, serie gx, medizinische endoskope, medical equipment manufacturing, endoskop herstellung, turboskop serie fm, serie gm, qualitätsstandards, temperaturbeständigkeit -20°c bis +100°c, kompatibilität mit systemen, made in germany, ip67/ip65 schutzklasse, industrie endoskope, medizin endoskope, qualitätskontrolle, autoklavierbar, hochqualitative endoskope, reparaturservice, serie ho/hb, endoskopie, serie mb, industrieinspektion, led-lichtquellen, innovative endoskoplösungen, hochpräzise optik, faseroptische endoskope, inspektionstechnologie, fachhändler, b2b, services, medical equipment and supplies manufacturing, hospital & health care, medical, mechanical or industrial engineering;'+49 761 52800;"At Hipp Endoskopservice GmbH, we specialize in both the manufacture and repair of high-quality rigid endoscopes. Based in the heart of Baden-Württemberg, Germany, we combine German engineering excellence with cutting-edge technology to provide medical institutions worldwide with reliable, precision-engineered solutions.

Our commitment to quality and efficiency has made us a trusted partner for hospitals, clinics, and healthcare providers seeking top-tier endoscope services. From extending the lifespan of your equipment through expert repairs to crafting durable, high-performance endoscopes, we ensure that our products and services meet the highest industry standards.

What sets us apart is our innovative approach—our TURBOSKOP technology dramatically reduces repair times while maintaining the precision and quality that our clients expect. Whether you need quick repairs, tailored manufacturing solutions, or long-term maintenance, Hipp Endoskopservice is your go-to partner for all things endoscopic.

With a deep focus on customer satisfaction, we work closely with our clients to understand their needs and deliver solutions that improve performance, reduce downtime, and ultimately enhance patient care.";7.5;high;German medical/industrial endoscope manufacturer and repair service with 25+ years history, B2B focus and clear sales motions, including dealer network and international shipping. Strong DACH presence and mid- to high-value deals make outbound viable, and offering is explainable by phone. TAM is specialized but global and medically regulated, so score stays in attractive, not elite, range.;0.013862;0.003862;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
EPUTEC Drucklufttechnik GmbH;13;machinery;http://www.eputec.de;http://www.linkedin.com/company/eputec;1 Haidenbucherstrasse;Kaufering;Bavaria;Germany;86916;1 Haidenbucherstrasse, Kaufering, Bavaria, Germany, 86916;abblasen, drucklufttechnik, professionelle druckluftloesungen, reinigen, nachruestbaren schutzeinrichtungen fuer bohr dreh und fraesmaschinen und industrieleuchten von fuehre, kuehlen, absaugen, druckluftwerkzeuge, trocknen, druckluftzubehoer, lupenreine bild videoaufnahmen in der cncmaschine, filter, bespruehenzerstaeuben und ionisierenentladen, abwassertechnik, kompressorentechnik, kanaltechnik, machinery manufacturing, schlauch- und verbindungstechnik, drucklufttrockner, druckluftzubehör für explosionsgefährdete bereiche, drucklufttechnik innovation, leise druckluftfilter, druckluftfilterpatronen in oem-qualität, drucklufttechnik zubehör, energiespargeräte, drucklufttechnik effizienz, druckluftsysteme, druckluftfilterpatronen, drucklufttechnik ersatzteile, sicherheitsblaspistolen, schutzeinrichtungen, industriesauger, druckluftzylinder, vakuumerzeuger, druckluftkomponenten, druckluftfilter, drucklufttechnik komponenten, drucklufttechnik service, industrial equipment manufacturing, drucklufttechnik systeme, drucklufttechnik lösungen, druckluftlösungen, hvac equipment manufacturing, druckluftzubehör, druckluftdüsen, spezial-druckluftdüsen für industrieanwendungen, drucklufttechnik hersteller, industrial machinery manufacturing, druckluftzubehörteile, drucklufttechnik beratung, atex-zertifizierte pumpen, druckluftoptimierungsgeräte, optimierungsgeräte, druckluftsysteme für wasserwirtschaft, drucklufttechnik sicherheit, druckluftlösungen für die abwassertechnik, drucklufttechnik wartung, filtertechnik, druckluftzubehörartikel, drucklufttechnik industrie, luftstromverstärker, prozessüberwachung, sicherheitszubehör, kompressoren, druckluftoptimierung, manufacturing, energiesparende druckluftdüsen, b2b, e-commerce, consulting, services, pump and compressor manufacturing, machinery, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services;'+49 819 19151190;"EPUTEC Drucklufttechnik GmbH is a German company based in Kaufering, Upper Bavaria, specializing in compressed air technology solutions since its founding in 2004. With a small team of around 7 employees, EPUTEC serves the mechanical engineering industry, focusing on air handling, fluid power equipment, plant engineering, and pumps. The company generates an annual turnover below 5 million EUR.

EPUTEC offers a wide range of compressed air solutions for various industrial applications, including cooling, cleaning, drying, and spraying. Their product lineup features compressed air nozzles, modern compressor technology, compressed air-driven industrial tools, retrofittable safety guards, and industrial lighting. Additionally, EPUTEC provides services such as planning, installation of compressed air systems, technical support, and custom-made products tailored to customer needs. They primarily serve clients in Germany, Austria, and Switzerland, emphasizing the optimization of compressed air usage to enhance production processes and ensure workplace safety.";7.3;high;"German B2B supplier of compressed air and industrial safety solutions for trade and manufacturing, with online shop for business customers in Germany, Austria and Switzerland and active hiring, so clearly operational. Deal sizes and margins are likely mid, but repeat and cross-sell potential plus broad DACH TAM in industry make outbound viable. Offering is productized and standardized, so they can onboard many accounts; value and energy-savings story is phone-pitchable. Overall an attractive but not “dream” Manuav target.";0.014939;0.004939;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
Policy-Insider.AI;6;information services;http://www.policy-insider.ai;http://www.linkedin.com/company/policyinsiderai;34 Lehmweg;Hamburg;Hamburg;Germany;20251;34 Lehmweg, Hamburg, Hamburg, Germany, 20251;big data, public policy, social media, artificial intelligence, public affairs, politics, policy alerts, government affairs automation, policy impact analysis, real-time policy insights, policy institution coverage, policy document summaries, stakeholder engagement tools, public affairs analytics, ai policy monitoring, multinational policy tracking, custom datasets, multilingual policy analysis, government relations, policy analytics dashboards, data analytics, ai-driven policy summaries, policy data integration, policy document identification, policy trend analysis, ai translation, software as a service, policy data services, policy monitoring platform, b2b, government, consulting, services, management consulting services, threat detection, enterprise software, enterprises, computer software, information technology & services, consumer internet, consumers, internet, saas;;"Policy-Insider.AI is a European start-up based in Hamburg, Germany, founded in 2019. The company specializes in AI-powered solutions for real-time public policy monitoring and analysis. Its mission is to provide access to multilingual and multinational policy insights, helping organizations navigate complex regulatory environments.

The platform offers real-time policy monitoring, allowing users to search for specific topics within policies and policymaker activities. It provides AI-generated summaries and continuous updates to support strategic decision-making. With multilingual coverage, the service breaks down language barriers in public affairs. Policy-Insider.AI also offers integration with existing workflows, custom dashboards, and analytical tools tailored to client needs, all running on a 100% European public cloud to ensure GDPR compliance.

The company serves a diverse range of clients, including public affairs professionals, policymakers, advocacy groups, universities, and journalists. Clients like RPP Group and ESFORIN have endorsed the platform for its ability to enhance policy development and internal communication through detailed insights and rapid access to translated documents.";8.3;high;Clear B2B SaaS for public/government affairs teams with German GmbH, Hamburg HQ and strong EU focus, including German-language content and case studies. Recurring platform revenue and custom data/services suggest solid ACV and LTV. Productized web app plus data and custom apps indicate scalable onboarding. Niche, innovative AI policy intelligence with clear ROI and strong phone-pitch potential in DACH, though overall market is specialized rather than mass-SME.;0.015142;0.005142;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
thankscoach;13;professional training & coaching;http://www.thankscoach.io;http://www.linkedin.com/company/thankscoach;11 Tempelhofer Ufer;Berlin;Berlin;Germany;10963;11 Tempelhofer Ufer, Berlin, Berlin, Germany, 10963;leadership coaching, executive coaching, personalentwicklung, soft skill coaching, learning, development, elearning, coaching for talent retention, scalable solutions, hr tech, digital coaching, coaching analytics, feedback and reflection, coaching in organizations, information technology and services, coaching effectiveness, coaching reports, coaching for managers, performance measurement, hr integration, employee development, reflections and insights, coaching journey, personalized coaching, coaching for leadership agility, personal development, self-directed learning, coaching sessions, learning nuggets, evidence-based methods, leadership development, feedback tools, digital coaching platform, coaching matching, digital hr solutions, coachee satisfaction, coaching for remote teams, coaching platform, coaching for cultural transformation, on demand coaching, coaching in change management, virtual coaching, digital transformation, coaching process, measurable growth, data security, human resources and staffing, coaching for talent, coaching for organizational change, management consulting, coaching for resilience, coaching for skill enhancement, coaching in the flow of work, personalized development plans, coaching technology, b2b, consulting, services, management consulting services, professional training & coaching, e-learning, internet, information technology & services, computer software, education, education management, computer & network security;'+49 30 206295350;"thankscoach is a digital coaching platform founded in 2019 that helps organizations develop their professionals and managers through measurable and effective coaching. The platform focuses on sustainable business coaching, offering personalized, goal-oriented coaching journeys that combine top business coaches, learning nuggets, and reflection exercises tailored to individual needs.

The solution is scalable, catering to organizations of all sizes, and features full budget transparency with minimal administrative effort for HR departments. thankscoach integrates flexible 1:1 digital coaching sessions with interactive learning modules, allowing employees to engage in continuous personal and professional growth. The platform provides data-driven coaching journeys, offering measurable outcomes through satisfaction ratings and progress reports that comply with GDPR.

thankscoach's services include customized digital coaching journeys, automated coach matching, and regular reporting on coaching effectiveness. The platform can also integrate with existing HR and learning systems, enhancing personnel development programs. The company emphasizes innovation and quality, supported by an advisory board of experts in various fields. Notable clients include Lieferando, Shopware, and Teufel.";7.5;high;Digital B2B coaching platform for professional and leadership development, clearly focused on companies and HR with demo-led sales and case studies from German mid-market clients. Strong DACH footprint (Berlin-based, German-language site, GDPR/ISO focus) and scalable, standardized coaching journeys. Deal sizes are likely in the mid/high 4‑ to low 5‑figure range per program with repeat potential, supporting outbound economics. Phone pitch to HR/People leaders on measurable leadership development and transformation support is clear and compelling. Some red‑ocean pressure from many coaching/HR‑Sä;0.013916;0.003916;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
Dörrenhaus;23;logistics & supply chain;http://www.doerrenhaus.com;http://www.linkedin.com/company/doerrenhaus;21 Siemensstrasse;Velbert;North Rhine-Westphalia;Germany;42551;21 Siemensstrasse, Velbert, North Rhine-Westphalia, Germany, 42551;transportation, logistics, supply chain & storage, frachtkostenoptimierung, shipping services, transportmanagement, spedition, rail freight, cargo handling, landfracht, sea freight lcl, specialized freight handling, temperature-controlled logistics, full-service logistics provider, warehousing and storage, flexible logistics solutions, amazon fba logistics, discounter logistics, freight transportation and shipping, lagerlogistik, verzollung, intermodal transportation, intercontinental freight, seefracht, scm tracking, quality assurance, full container load, china express, expertise in freight forwarding, sea-air combined transport, seidenstraße logistics, bahnfracht, own warehouses, supply chain management, amazon fba logistik, customs brokerage, luftfracht, container shipping, door-to-door service, transportation, logistics, and supply chain management, customized logistics solutions, customs consulting, frachtoptimierung, groupage shipments, own fleet, frachtrechner, freight forwarding, air freight logistics, long-term partnerships, sea-air, lagerpartner, financial stability, discounterlogistik, intermodal, china export logistics, reliability, international logistics, customs clearance, logistik, container transporte, dangerous goods transport, zollabwicklung, transportlösungen, global logistics network, b2b, e-commerce, consulting, services, general warehousing and storage, logistics & supply chain, warehousing & storage, warehousing, consumer internet, consumers, internet, information technology & services;'+49 2051 28080;"50 years of experience for your success:
We have been passionate forwarders for almost 50 years now. Based on a combination of many years of experience, flexibility, precision, and perfection, we develop logistics solutions that help you succeed.";7.3;high;"German mid-market international freight forwarder offering land, sea, air and warehousing services to B2B shippers, with strong DACH roots and long operating history. ICP (exporting/importing SMEs and mid-sized industrials) is large in DACH and clearly reachable by phone. Ticket sizes and LTV likely justify outbound; delivery is scalable though somewhat service-heavy. Overall an attractive, if not hyper-differentiated, target.";0.013754;0.003754;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
SkillCampVR;19;e-learning;http://www.skillcampvr.com;http://www.linkedin.com/company/skillcampvr;8 Viktualienmarkt;Munich;Bavaria;Germany;80331;8 Viktualienmarkt, Munich, Bavaria, Germany, 80331;luftsicherheit, onboarding, first aid training, occupational safety training, learning management system, aipowered learning, operational training, safety & compliance, virtual reality, security training, digital training solutions, elearning, compliance training, employee certification, workplace training, fire safety training, vrtraining, immersive learning, e-learning providers, enterprise vr solutions, real-time training monitoring, customizable vr modules, training content expansion, standards-compliant training, training content customization, infrastructure, training analytics, ai data predictions for training, real-world scenarios, azav certified modules, hazardous materials safety vr, vr hardware included, vr employee training, regulation-aligned content, vds fire safety scenarios, training for logistics, virtual reality safety training, on-demand vr access, industry-specific modules, training progress tracking, perimeter security vr scenarios, industry regulation standards, information technology and services, immersive vr scenarios, employee skill development, custom site-specific vr training, training report generation, vr training platform, industry regulation compliance, cost-effective training, training for infrastructure, din 77200 security training, healthcare and medical services, realistic hazard simulations, training performance metrics, training for manufacturing, security and safety services, manufacturing, scalable training solutions, training for healthcare sector, virtual first aid drills, training for security sector, training management system, automated training reports, b2b, d2c, consulting, services, professional and management development training, information technology & services, e-learning, internet, computer software, education, education management, mechanical or industrial engineering;'+49 89 20175116;"SkillCampVR is Europe's leading VR training platform for safety, operations, and compliance.

We help organizations across aviation, security, logistics, industrial services, and facility management transform how they train operational staff — using immersive, scalable, and certifiable VR-based learning.

🔹 60+ ready-to-use VR training modules
Including: occupational safety, first aid, GDPR, de-escalation, fire prevention, aircraft de-icing, onboarding, and equipment checks

🔹 Custom-built training simulations
Tailored to real sites, workflows, and compliance standards such as DIN 77200, §5 LuftSiG, VdS, and AZAV

🔹 All-in-one solution
VR hardware, mobile training stations, LMS with reporting and certification, AI-based trainer assistant, and full implementation support

🔹 Field-proven at scale
Over 2,000 VR sessions per week at more than 60 sites in Germany, Austria, and Switzerland

🔹 Trusted by market leaders
Including Securitas, NICE Aircraft Services, Piepenbrock, Dussmann, Stölting, All Service, POND, Secura Protect, BIG, POWER, VSU and more

🔹 Recognized by the industry
• Winner of the OSPA Award 2024 (Outstanding Security Training Initiative)
• Presentations at Security Essen, BDLS Aviation Security Days, VBG, TÜV SÜD Akademie, and others

We combine deep industry knowledge, technical excellence, and a passion for safety and quality to deliver training experiences that stick — and scale.

Our mission:
To empower frontline teams through cutting-edge training technology — immersive, measurable, and future-ready.";9.0;high;"SkillCampVR offers B2B VR training for frontline staff with strong German-language site, compliance to German standards, and 60+ training locations across Germany. Clear DACH focus, scalable SaaS + hardware model, recurring training use, and demo-led sales motion support outbound. TAM spans multiple industries; buyers (HR, training, security, operations) are reachable by phone with a concise ROI-driven pitch.";0.015001;0.005001;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
PASS-Medientechnik GmbH;9;defense & space;http://www.voccom.audio;http://www.linkedin.com/company/pass-medientechnik-gmbh;Suedweg;Melle;Lower Saxony;Germany;49326;Suedweg, Melle, Lower Saxony, Germany, 49326;elektroakustik, lautsprecher, verstaerker, acoustic hailing devices, sprachverstaendlichkeit, defense & space manufacturing, public safety and security, megafon hm-5006, beweissichere dokumentation, warn- und durchsagesysteme, festinstallationen, kunstinstallation australien, ad-hoc-aufnahme, akustikinstallationen im urbanen raum, government services, audio and video equipment manufacturing, drohnensysteme, katastrophenschutz, australische klangkunst, dsp-steuerung, 360-punktschallquelle, dsp-audio-rackeinheit qr-360-7, mobile sirenen, fernbedienung rc-100, hochwassereinsatz, polizei zürich, drohnenlautsprecher, fernbedienungen, verstärker, einfache bedienung, emergency management, lautsprecherfahrzeuge, wasserwerferlautsprecher, verstärker m-115x, klanginstallation, lautsprechersystem für wasserwerfer, mobile beschallung bei katastrophen, beschallungssysteme, klangkunstwerke mit natürlicher stimmwiedergabe, lautsprecher m-215x, richtlautsprecher, protokollrekorder, sicherheits- und warnsysteme, schallpegel bis 152 dba, polizei münchen, hochleistungslautsprecher, klangkunstwerke, aerospace and defense, hochfrequenztechnik, iso 9001:2015, integrierte mp3-player, b2b, non-profit, government, services, audio & video equipment manufacturing, electrical/electronic manufacturing, manufacturing, mechanical or industrial engineering, nonprofit organization management;'+49 5425 6638;"PASS-Medientechnik GmbH develops and manufactures in their own facilities
high performance mobile sound systems and accessories
which are marketed under the brand name ""VocCom Audio"".

The firm's founder produced his first loudspeaker system in 1971
with the aim of providing sound engineers with ""better sound reproduction tools"".
This tenet is still the guiding principle of the organisation —
all our products are developed with our clients in direct response to,
and as solutions for, their issues and requirements.

In the 20 years since the founding of PASS-Medientechnik GmbH,
the firm has evolved from a ""one-man band"" into an internationally active audio manufacturer, using innovative ideas and an ever increasing fund of ""know how"" to generate,
by means of painstaking and detailed precision engineering,
a broad and steadily growing range of products for the military and security markets.

VocCom Audio and PASS-Medientechnik products have been in constant use
by security and military personnel worldwide since 2000
throughout a wide range of mission critical operations.
Our innovative ideas being transformed into solution providing products
continue to be market leading internationally.

We are firmly committed to maintaining our core values
and determination to innovate as a part of our continuing product development
and proud to be still doing so as we approach our 20th year.";7.6;high;German manufacturer of high-performance public address and acoustic hailing systems for police, military, fire services and disaster control, clearly B2B with strong DACH base and global deployments. High deal sizes, hardware plus systems projects, and clear ICPs offer solid outbound economics, though markets are niche and procurement can be tender-driven, slightly limiting TAM and phone outreach friction.;0.015074;0.005074;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
