Company;# Employees;Industry;Website;Company Linkedin Url;Company Street;Company City;Company State;Company Country;Company Postal Code;Company Address;Keywords;Company Phone;Short Description;model_score;confidence;reasoning;cost_usd;token_cost_usd;web_search_calls;service_tier;model;run_id
knk Customer Engagement GmbH;30;information technology & services;http://www.knkcustomerengagement.com;http://www.linkedin.com/company/knk-customer-engagement-gmbh;1 Messberg;Hamburg;Hamburg;Germany;20095;1 Messberg, Hamburg, Hamburg, Germany, 20095;crm, marketing automation, social selling, microsoft dynamics 365, microsoft dynamics crm, microsoft azure, machine learning, ai, community building, publishing, media, publishing software, microsoft dynamics 365 for sales, microsoft dynamics 365 for marketing, azure machine learning studio, ad sales, it services & it consulting, omnichannel support, media sales, ai-driven insights, business intelligence, content personalization, marketing automation platform, analytics tools, ai applications, media sales platform, customer journey automation, media and publishing, process optimization, data integration, sales optimization, microsoft partner, lead generation, system integration, campaign management, social media tools, social media management, sales process automation, social media interaction, sales forecasting tools, customer data centralization, customer journey management, customer engagement, cloud technology, cross-media marketing, process automation, data analytics, omnichannel customer support, customer data merging, system interoperability, marketing and advertising, data reporting, real-time analytics, business consulting, data analysis, cloud solutions, customer data management, customer support system, customer service, sales support software, information technology and services, sales forecasting, customer interaction, data-driven marketing, customer relationship management, cross-media campaign management, mobile access, performance analytics, content management, customer loyalty, customer service system, customer insights, crm software, software publishing, mobile crm, bi & analytics, b2b, consulting, services, computer systems design and related services, sales, enterprise software, enterprises, computer software, information technology & services, marketing & advertising, saas, artificial intelligence, analytics, management consulting, cloud computing, marketing;'+49 431 579720;"Verlagsexperten:
Als Teil der knk-Gruppe haben wir langjährige Erfahrung in der Verlags- und Medienbranche. Wir kennen nicht nur Ihre Anforderungen und Geschäftsmodelle, sondern sind auch bestens mit den aktuellen Herausforderungen und Umbrüchen der Branche vertraut.

Cloudexperten:
Wir sind Experten für moderne und sichere Cloudtechnologie. Durch unsere Partnerschaft mit Microsoft bieten wir Ihnen stets die neueste technologische Basis für Ihre Verlagssysteme.

Zukunftslieferanten:
Mit uns sehen Sie sicher in die Zukunft. Durch die Kombination aus umfangreichem Branchen-Knowhow und modernsten Technologien, bieten wir Ihnen zum einen Investitionssicherheit und zum anderen passende Lösungen, um Ihre Kundeninteraktion effektiv zu gestalten.

Trendscouts:
Wir kennen die aktuellen Trends der internationalen Verlags- und Medienbranche sowie der IT-Branche. Mit uns stellen Sie daher sicher, dass Sie immer über die aktuellen und zukünftigen Anforderungen des Marktes eine Antwort haben.

Die knk Customer Engagement GmbH als Teil der knk-Unternehmensgruppe:
Die knk-Unternehmensgruppe beschäftigt derzeit rund 140 Mitarbeiter in Deutschland und Amerika und ist TOP-Arbeitgeber im Mittelstand (yourfirm), Preisträger des Großen Preises des Mittelstands, Microsoft-Gold-Partner mit Gold-Zertifizierung in fünf Kategorien und ein „hidden champion"" im weltweiten Markt für Verlagssoftware / Medien. knk hat sich auf die Beratung von Verlagen und Medienunternehmen spezialisiert und entwickelt sowie vertreibt die einzige von Microsoft zertifizierte Verlagssoftware weltweit.

Neben dem Hauptsitz in Kiel, hat knk mittlerweile sieben weitere Standorte in Deutschland, Frankreich und den USA aufgebaut und realisiert spannende Projekte mit mehr als 150 Kunden in Europa, Asien und Nordamerika.";8.3;high;"German B2B SaaS provider offering Microsoft-based CRM, marketing automation and AI solutions for publishers and media houses, with strong DACH presence and many German enterprise/media clients. Deal sizes and long-term CRM deployments support outbound economics and scalable onboarding. ICP is well-defined and reachable by phone; niche vertical focus limits overall TAM but is still sizeable within DACH media.";0.013731;0.003731;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
CommerzFactoring GmbH;18;financial services;http://www.commerzfactoring.de;http://www.linkedin.com/company/commerzfactoring-gmbh;15 Grosse Bleiche;Mainz;Rheinland-Pfalz;Germany;55116;15 Grosse Bleiche, Mainz, Rheinland-Pfalz, Germany, 55116;company restructuring, digital receivables, trade receivables, invoice financing, cash flow improvement, forfaiting services, reinsurance cooperation, financial stability, liquidity enhancement, digital receivables platform, non-recourse factoring, cross-border factoring, risk coverage, company sale support, risk mitigation, corporate liquidity solutions, tailored financing, trade receivables securitization, invoice sale, payment flow, factoring and receivables management, company acquisition, forfaiting, debtor limit management, trade finance, financing growth, international network, invoice discounting, asset-based financing, factorlink online, asset-based receivables financing, international presence, liquidity management, credit risk transfer, real-time reporting, risk control, credit risk management, financial ratios, receivables management, asset-based finance, non-recourse receivables sale, factoring services, working capital optimization, working capital management, financial services, digital platform, credit limit setting, client-specific solutions, tailored receivables solutions, forfaiting for peak liquidity, digital receivables management, reinsurance-backed risk coverage, credit management, non-recourse receivables, cross-border forfaiting, liquidity stabilization, corporate finance, debtor account visibility, b2b, consulting, services, financial transactions processing, reserve, and clearinghouse activities, risk management, financial consulting, payment solutions, asset management, financial planning, management consulting;;"Wir sind Spezialisten für Ihren regresslosen Forderungsverkauf und unterstützen die gesamtheitlichen Beratungsansätze Ihres persönlichen Firmenkundenbetreuers der Commerzbank.

Unsere Leistungen lassen sich ideal mit anderen Finanzierungs-, Transaktions- und Absicherungsdienstleistungen der Commerzbank für Sie zu einer individuellen und passgenauen Lösung zusammenfügen. Dabei konzentrieren wir uns auf den Absatzfinanzierungsteil Ihrer Wertschöpfungskette und dessen Finanzierung sowie Risikoabsicherung.

Darüber hinaus können wir positiv zur Gestaltung von Kennzahlen (z.B. Working Capital, Liquidität, Eigenkapital) beitragen. Während sich unsere Factoringprodukte ideal zur Basisfinanzierung eignen, unterstützt die Forfaitierung hervorragend die Finanzierung von Spitzen im Liquiditätsbedarf.

Unsere Mitarbeiter finden Sie im gesamten Bundesgebiet und gerne auch bei Ihnen vor Ort, wenn Sie unsere Unterstützung benötigen.";8.6;high;"German Commerzbank-group factoring institute offering non-recourse receivables finance to corporate clients with min. €20m revenue and €1m+ receivables, serving ~400 clients and €19B volume in 2024. Pure B2B, strong DACH presence, large TAM and high deal sizes. Highly regulated finance but reputation-safe. Phone pitch is clear; onboarding and delivery appear scalable via standardized factoring products.";0.013781;0.003781;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
Spanntec Wickelsysteme GmbH;7;machinery;http://www.spanntec.de;http://www.linkedin.com/company/spanntec-wickelsysteme-gmbh;16 Niedersachsenstrasse;Bad Iburg;Lower Saxony;Germany;49186;16 Niedersachsenstrasse, Bad Iburg, Lower Saxony, Germany, 49186;friktionswellen, spannwellen, spannkoepfe, adapter, wickelzapfen, wickeltechnik, wellenhandlingsgeraete, machinery manufacturing, wellenfertigungstechnologie, wellenaufnahme, industrial equipment & components, wellenmontage, wellenentwicklung, wellenüberwachung, spannsysteme, wellenkomponenten, sonderlösungen für wellen, spanntechnik, wellenhandling-systeme, manufacturing, wellenaufnahme lösungen, wellenentwicklung in der wickeltechnik, automatisierung, industrie 4.0, wellenmontagesysteme, wellenreparatur, wellenhandling lösungen, condition monitoring, digitale überwachung, wellenhandling systeme, wellenhandling in der industrie, machinery, wickelwellen, sonderlösungen, service-app, präventive instandhaltung wellen, wellenreparaturservice, wellenmanagement, wellenhandling, wellenfertigung, b2b, industrial machinery manufacturing, customer service, mechanical or industrial engineering;'+49 44 1484850690;"Seit mehr als zwei Jahrzehnten steht Spanntec für Innovation und Know-How! Mit individuellen Lösungen treiben wir als Ihr Partner die technische Entwicklung voran. Ob Sie nun Papier, Vlies, Textilien, Metall oder Kunststofffolien verarbeiten – mit uns packen Sie jede Rolle.
 
Nicht nur beim Auf- und Abrollen bahnförmiger Materialien zeichnen sich unsere Produkte durch ihre perfekte Funktion und überragende Qualität aus.

Unsere Handling Systeme werden perfekt in Ihre Herstellungs- und Verarbeitungsprozesse integriert.

Mit uns erfüllen Sie den stetigen Anspruch an Produktivität, Ergonomie und Produktionssicherheit. Immer individuell und exakt nach Ihrer Anforderungen.

Einfache Bedienung, optimale Funktionssicherheit und wartungsarmer Betrieb sorgen für den wirtschaftlichen Einsatz.

Die Langlebigkeit unserer Produkte sorgt für Nachhaltigkeit und Sicherung Ihrer Ressourcen, komplett MADE IN GERMANY und mit allen Vorteilen und Leistungen, die wir als einer der führenden Spezialisten in der Spann- und Wickeltechnik bieten.";7.5;high;German B2B manufacturer of winding and clamping systems for paper, textile, metal and film processing, clearly targeting industrial companies and OEMs. Strong DACH presence, established operations and export partners, with sizable DACH TAM in converting and paper-related industries. Deal sizes and machinery projects likely justify outbound, and offerings are standardized enough to onboard multiple customers monthly. Phone pitch to production/plant managers about efficiency and reduced downtime is straightforward, with low regulatory risk.;0.013439;0.003439;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
CBXNET combox internet GmbH;9;information technology & services;http://www.cbxnet.de;http://www.linkedin.com/company/cbxnet;22 Landhausstrasse;Berlin;Berlin;Germany;10717;22 Landhausstrasse, Berlin, Berlin, Germany, 10717;richtfunk, breitbandinternet, hosting, housing, event service, wlan, openstack, groupware, domains, glasfaser, xdsl, vpn, sslzertifikate, backup, firewall, cloud, sdwan, it services & it consulting, energie aus erneuerbaren, serverhousing, network security, ssl-zertifikate, denkmalgeschützte gebäude, regionale internetversorgung, datenschutz, support hotline, it security, netzwerkoptimierung, sd-wan mit 5g, telecommunications, hochverfügbare it-infrastruktur, colocation, richtfunkverbindungen, rechenzentren, medienredundanz, cloud services, medienredundantes backup, it-sicherheit, sd-wan, it support, it-management, combox.syno, file sync & share, berlin, combox.share, wiredscore, it-infrastruktur, kostrom, sicherheitslösungen, it consulting, hyper-v services, it-sicherheitslösungen, netzwerkmanagement, support e-mail, combox.net, data center services, it-beratung & ausstattung, datenübertragung bei nebel, hochverfügbarkeit, redundante verbindungen, information technology and services, server colocation berlin, groupware & collaboration, cookies, netzwerkredundanz, wlan & lan, green it, netzwerklösungen, sicherheitszertifikate, sicheres rechenzentrum, richtfunk antenneninstallation, support telefon, line-of-sight-check richtfunk, fiberlink, fiberlink glasfaser, cloud computing, it-services für mittelstand, datenübertragung bei schlechtem wetter, kundenservice, wiredscore zertifizierung, datensicherheit, kosteneffiziente it-lösungen, it-beratung, datenübertragung bis 20 km, breitband internet, webhosting, videokonferenzen, cloud-backup, managed services, unternehmensnetzwerke, b2b, consulting, services, information technology & services, computer & network security, enterprise software, enterprises, computer software, management consulting;'+49 30 59006900;"CBXNET combox internet GmbH
Internetpionier für die digitale Vernetzung von Unternehmen

Seit über 20 Jahren bringen wir mit schnellem Internet und unseren Rechenzentren die Digitalisierung des Mittelstands voran.

CBXNET ist aus der 1985 in Berlin gegründeten COM.BOX-Unternehmensgruppe hervorgegangen. Mit der gestiegenen Bedeutung des Internets entstand mit CBXNET ein bis heute unabhängiges Unternehmen, welches als IT-Dienstleister und Internet Service Provider nachhaltige Geschäftslösungen für Unternehmenskunden bereitstellt.
Mit innovativen Netzwerklösungen im Großraum Berlin und weltweit einsetzbaren Internetdiensten aus unseren Rechenzentren wird seit Jahren ein kontinuierliches Wachstum getragen. Mit dem Ausbau von Cloud-Diensten für Unternehmensanwendungen werden zielgruppengerechte Serviceprodukte für die Anforderungen des deutschen Mittelstands entwickelt.";8.0;high;CBXNET is a Berlin-based B2B ISP and IT service provider focused on business customers in Berlin-Brandenburg, with German-language site, GmbH imprint, and strong Mittelstand/event references. Offerings like dedicated broadband, SD-WAN and hosted services have healthy ACVs and recurring revenue. Delivery is standardized and scalable, with many local SMEs and events as ICP, making DACH TAM and phone-pitchability strong. Some regional narrowness outside Berlin-Brandenburg slightly limits upside.;0.015224;0.005224;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
ACP Digital Business Solutions AG;22;information technology & services;http://www.acp-digital.com;http://www.linkedin.com/company/acp-digital-bs;35 Pruessingstrasse;Jena;Thuringia;Germany;7745;35 Pruessingstrasse, Jena, Thuringia, Germany, 07745;dokumentenmanagement, itinfrastruktur consulting, kuenstliche intelligenz, zentrale it, digitalisierung, netzwerk und security, business software consulting, erpsystem godyo p4, design thinking, projektmanagement, support und service, rechenzentrum, modern workplace, it services & it consulting, ki in der qualitätssicherung, cloud-lösungen, equipment-as-a-service, mitarbeiter experience, data analytics, industrie 4.0, automatisierung, datenanalyse, plattformökonomie, datenmanagement, selfservice, workshops, künstliche intelligenz, enterprise resource planning, data lake, information technology and services, ki im vertrieb, automatisierte rechnungsverarbeitung, data plattformen, ki im kundenservice, consulting, it-transformation, ki-implementierung, datenverwendung, datenversorgung, iot solutions, big data & analytics, software development, industrial automation, ki im personalmanagement, individuelle softwareentwicklung, datenstrategie, software modernisierung, data integration, plattformbasierte geschäftsmodelle, ki workshops, ki in der logistik, conversational ai, iot-lösungen, data lake-house, mixed reality anwendungen, ki in der wartung, data driven company, smarte industrie, cloud transformation, selfservice portale, ki-assistenten, plattformkonomie, rechnungsautomatisierung, ki in der produktion, datenmonetarisierung, data migration, data security, mobiles arbeiten, iot/iiot, mixed reality in produktion, lernmanagementsysteme (lms), ki-architekturen, digital transformation, iot/iiot anwendungen, prozessautomatisierung, softwareentwicklung, enterprise content management, ecm-systeme, ki-training, ki-exzellenz, agentic systems, prozessoptimierung, ki-strategie, cloud computing, data warehouse, datenarchitektur, data governance, ki im marketing, mixed reality, digitale geschäftsmodelle, social intranet, b2b, services, computer systems design and related services, information technology & services, enterprise software, enterprises, computer software, management consulting, mechanical or industrial engineering, computer & network security;'+49 364 12870;"ACP | Ihr Partner für ganzheitliche IT. 
✓IT-Consulting ✓IT-Infrastruktur ✓Software-Lösungen ✓IT-Service";8.2;high;ACP Digital is a mature B2B IT/AI and business-solutions provider in the ACP Group, focused on digital transformation, ERP/DMS and AI automation for enterprises in Germany/Austria. Strong DACH footprint, many verticals and recurring project/software revenue support outbound economics and onboarding capacity. Highly pitchable AI, automation and efficiency story by phone, with low regulatory risk. Score slightly reduced due to partly project-based delivery and competitive, red-ocean IT services landscape.;0.015184;0.005184;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
BI Business Intelligence GmbH;12;information technology & services;http://www.bi-web.de;http://www.linkedin.com/company/bi-business-intelligence-gmbh;20 Simildenstrasse;Leipzig;Saxony;Germany;4277;20 Simildenstrasse, Leipzig, Saxony, Germany, 04277;business intelligence, hochverfuegbare services, microstrategy, data warehouse, jedox, zeitreihenbasiertes prozessmanagement, big data, energiewirtschaft, microsoft bi, webanwendungen, portalloesungen, it services & it consulting, analytics, information technology & services, enterprise software, enterprises, computer software, b2b;;"Founded in 1998 in a Munich beer garden, BI's mission is enabling customers in the finance, energy and industry sectors to extract relevant information from complex data and to capture their processes digitally. Since our humble start, our software has processed data from more than 750,000 digital metering systems, managed more than 191 billion Nm³ of gas, and generated over 2.5 million reports which provide impactful data for key business decisions. Today, BI is a privately owned software company and data warehouse expert, specializing in managing big data, software products and services with high availability. As an internationally operating platform provider and digitalization partner, we serve our B2B and B2C customers collaboratively every day.
At BI, we believe that technology has the power to achieve transparency and simplicity, and we are dedicated to helping our customers master complexity.
Why are we thriving? Even with 20 years of experience, we still challenge the technical status quo and embrace iteration as our lifestyle.";7.8;high;German software and data-warehouse provider serving B2B clients in energy, finance and industry with standardized solutions (Redispatch 2.0, component tracking, financial controlling) and consulting. Strong DACH focus and enterprise use cases imply healthy ACVs and recurring services, with scalable onboarding. Category is somewhat competitive and partly project-heavy, so score slightly discounted.;0.015012;0.005012;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
SOMMER Precast Technology;30;machinery;http://www.sommer-precast.de;http://www.linkedin.com/company/sommer-precast-technology;1 Benzstrasse;Essenbach;Bavaria;Germany;84051;1 Benzstrasse, Essenbach, Bavaria, Germany, 84051;plant engineering & automation for precast concrete products, machinery manufacturing, automatisierte endmontage, produktionsanlagen, robotics, schnelle umrüstzeiten, manufacturing, blue competence, industrieautomation, jfi-verfahren, palettenumlaufanlagen, schalungssysteme mit magneten, roboter für schalungsetikettierung, nachhaltigkeit, schalungsroboter, flexible anlagen, landesspezifisches know-how, effizienzsteigerung, modulare anlagen, wasserstrahlschneiden, betonfertigteilindustrie, kundenspezifische lösungen, betonfertigteile, multi-funktions-schalungsroboter, industrial automation, automatisierte lagerung, spezialschalungen, construction equipment, innovationsführer, fertigungstechnologie, production lines, hochpräzise fertigung, robotertechnik, automatisierte lagerverwaltung, kosteneffiziente produktion, kundenorientierte entwicklung, zeiteinsparung, automatisierungssysteme, schalungssysteme, precast technology, automation, internationale märkte, schalungslösungen für doppelwände, wasserstrahlschneidtechnik, patente, b2b, services, mining and oil and gas field machinery manufacturing, project management, mechanical or industrial engineering, information technology & services, productivity;'+49 87 0398910;"SOMMER Precast Technology is a worldwide leading supplier of production technology to the precast concrete industry. For decades, SOMMER has supported and advanced the precast concrete industry with its innovative solutions in robotics and automation of production lines and machinery. Important patents in many technologies underscore the innovation leadership of SOMMER Precast Technology.

The objective of the numerous innovations is to increase efficiency and reliability of the equipment continuously. SOMMER Precast Technology has always kept the customer's requirements firmly in mind when it offers customized solutions from a low-cost/low volume to high-end/high volume. 

Production range:
- Stationary line production, folding pallets and tilting tables
- Pallet circulation plants for the production of slabs, double and massive walls in normal and light concrete
- Forms for special elements, such as variable rectangular elements, garages, transformer stations
- Shutterings for skeleton structures, such as moulds for columns, moulds for girders and moulds for TT-elements
- Customized solutions";7.6;high;German engineering firm providing production and automation systems for the precast concrete industry, clearly B2B with large industrial customers and long-term, high-ticket projects. Based in Bavaria with strong DACH and global activity and an established GTM. TAM in DACH (precast plants, construction groups) is niche but sizeable, and deals are capital-intensive, justifying outbound. Delivery is project-based yet standardized enough to handle multiple parallel customers. Phone pitch to plant managers and construction executives is clear and ROI-driven, though buying cycles are long and capsc;0.015291;0.005291;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
Nooxit;20;information technology & services;http://www.nooxit.com;http://www.linkedin.com/company/nooxit;;Berlin;Berlin;Germany;;Berlin, Berlin, Germany;software development, digital transformation finance, cost reduction in accounting, ai-driven compliance, ai for legal compliance in finance, ai workflow automation, sap ai integration, cloud ai solutions, ai for sustainability reporting, ai for financial data enrichment, predictive analytics, ai for financial audit support, information technology and services, ai for multi-language invoice processing, ai automation, error reduction, ai-based document recognition, invoice automation, cost savings, ai in accounts payable, generative ai in accounting, ai-based ocr, error reduction in bookkeeping, ai in accounting, machine learning, deep learning, automated invoice processing, ai for international payment reporting, automated bookkeeping, ai in financial reporting, financial process automation, ai in erp systems, ai training data, ai for procurement automation, ai for accounts payable, ocr recognition, process automation, ai for financial processes, ai-driven tax compliance, financial technology, api integration, digital finance, ai in erp, sap integration ai, ai for co2 reporting, end-to-end automation, ai in sap, ai for back-office automation, plug & play software, invoice processing, ai for invoice validation, tax regulation compliance, ocr technology, generative ai in finance, b2b, consulting, services, computer systems design and related services, information technology & services, enterprise software, enterprises, computer software, artificial intelligence, finance technology, financial services;'+49 2241 884545;Nooxit is an AI platform that automates financial and accounting processes leveraging historical ERP data. The software can interpret and account documents, automate tax auditing and detect transactional anomalies.;8.2;high;Nooxit is a German B2B SaaS automating accounts payable with AI, targeting mid-sized and large enterprises with 10k–100k+ invoices/year, a strong DACH base and German-language site. Pricing is likely usage-based with high ACV/LTV and scalable onboarding via plug & play SAP integration. Clear ROI, active operations, and finance/IT buyers make it very suitable for Manuav’s outbound calling in DACH.;0.014896;0.004896;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
IT IS AG;11;information technology & services;http://www.itis.de;http://www.linkedin.com/company/it-is-ag;;Altheim;Baden-Wuerttemberg;Germany;89174;Altheim, Baden-Wuerttemberg, Germany, 89174;sharepoint, microsoft dynamics nav und ax, webshop, software development, system security, open source community, customer support, green it solutions, open source collaboration tools, multi-user support, financial management, backup and disaster recovery, information technology and services, email and groupware, business process management, business automation, security firewall, backup solutions, business software, open source document management, client-server architecture, disaster recovery, open source erp, erp, financial modules, data migration, user management, business suite, managed hosting, support services, crm integration, it infrastructure, german data centers, customer management, private cloud, web conferencing, odoo, document management, energy-efficient data centers, cloud computing, modular software, open source, green energy, odoo-based solution, data centers, hybrid cloud solutions, customer-specific erp customization, open source enterprise solutions, crm, custom module development, web-based interface, green it, system hosting, system integration, email solutions, open-source software, e-commerce, custom development, secure cloud hosting, open source firewall, business process automation, data center services, role-based access, ldap integration, open source security management, system monitoring, virtual server hosting, data security, support and consulting, customizable solutions, cloud hosting, system integration for smes, e-commerce integration, process automation, online conference solutions, virtualization, erp system, b2b, consulting, services, computer systems design and related services, information technology & services, enterprise software, enterprises, computer software, internet service providers, sales, consumer internet, consumers, internet, computer & network security;'+49 87 0390690;"IT IS - we create worlds on the web

We are a leading producer of high-quality business software for enterprises in the whole world. Additionally we realize projects in E-Business and B2B-Communication, Microsoft Dynamics NAV and AX.
Consider us as your first choice when planning and implementing SharePoint based portals, document management, BizTalk and Commerce-Server and Microsoft Office applications. We guarantee top quality by consultation, and  full support on every level of transaction with our soft- and hardware.

Imprint:
http://www.itis.us/imprint.aspx";8.0;high;German IT company offering own cloud-based ERP, DMS, email and conferencing suite based on Odoo/Alfresco/Zimbra, hosted in German data centers and targeting SMEs as SAP/Sage/Dynamics substitutes. Clear B2B focus, strong DACH presence, active hiring and demo-led sales. Deal sizes and recurring SaaS plus standardized implementations support outbound, and the value prop is phone-pitchable. Some red-ocean ERP competition lowers score slightly but niche German hosting and integrated suite are differentiators.;0.013966;0.003966;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
everbay;15;human resources;http://www.everbay.de;http://www.linkedin.com/company/everbay;;Munich;Bavaria;Germany;81673;Munich, Bavaria, Germany, 81673;transformation, softwareentwicklung, social recruiting, smart recruiting, personalsuche, recruiting, human resources services, bewerbungsprozess digitalisieren, applicant tracking system, digitale personalsuche, ki im recruiting, automated outreach, social media recruitment campaigns, kampagnenmanagement, targeting in sozialen netzwerken, candidate qualification questions, ai-powered candidate matching, recruiting automation, candidate screening, job advertisement targeting, candidate pool expansion, multi-channel kampagnen, recruiting dashboard, candidate profile management, vorqualifizierung, branchenübergreifend, social media targeting, candidate data integration, recruitment funnel optimization, performance marketing für recruiting, targeted job advertising, kandidatenpool vergrößern, algorithmen im recruiting, effektive zielgruppenansprache, personalsoftware schnittstelle, kostensenkung im bewerbungsprozess, bewerberdatenanalyse, candidate journey optimization, targeted job ads, digital candidate screening, echtzeit-informationen, candidate profiling, ai in recruitment, data-driven recruitment, automatisierte bewerberqualifikation, real-time recruitment data, bewerbungsfragenkatalog, mobile-optimierte kampagnen, candidate data enrichment, kandidatenansprache, kandidatenfilterung, social media campaigns, recruitment services, recruitment campaigns, recruitment analytics, bewerbermanagement, candidate engagement, algorithmic candidate filtering, automated candidate qualification, multi-channel recruitment campaigns, software as a service (saas), internationale reichweite, recruiting software, digital recruitment platform, automated recruitment funnel, kandidatenrekrutierung, effizientes recruiting, b2b, services, management consulting services, lead generation, talent acquisition, staffing & recruiting, human resources, marketing, marketing & advertising, sales;'+49 89 125030505;"Wir finden Ihre Mitarbeiter — schnell, einfach, zuverlässig.

Personalsuche steht vor komplett anderen Herausforderungen als noch vor 10 Jahren: Der Arbeitskräftemangel hat inzwischen alle Jobsegmente erreicht. Arbeitnehmer sind zudem fordernder, ungeduldiger und wechselwilliger geworden. HR-Prozesse haben sich hingegen gar nicht oder nur kaum weiterentwickelt.

Mit everbay Social Recruiting finden Sie mehr Kandidaten in kürzerer Zeit. Auch solche, die nicht aktiv auf Jobsuche sind. Und aller Wahrscheinlichkeit nach kostet Sie diese Suche auch weniger Geld. 

Bereit, eine neue Art des Recruiting auszuprobieren?

Kontaktieren Sie uns und erhalten Sie ein unverbindliches, auf Sie und Ihre Personal-Situation zugeschnittenes Angebot.";8.0;high;Everbay is a Munich-based B2B social & AI recruiting SaaS/solution provider explicitly serving companies (Unternehmen) with high hiring needs, with subscriptions and campaign packages from ~€490–€3,500+, making outbound economics attractive. Strong DACH focus with German GmbH, German site, and local customers, plus standardized products, SaaS platform and AI assistant suggest they can onboard 10+ customers/month. Recruiting/HR leaders are reachable buyers with a clear, urgent value prop for cold calling. Competition is crowded but everbay shows AI-driven differentiation and multi-country reach;0.015172;0.005172;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
CalPlus GmbH;28;wholesale;http://www.calplus.de;http://www.linkedin.com/company/calplus-gmbh;32 Heerstrasse;Berlin;Berlin;Germany;14052;32 Heerstrasse, Berlin, Berlin, Germany, 14052;lanmessgeraete, netzgeraete, mess und pruefgeraete, waermebildkameras, oszilloskope, pruefgeraete, vertrieb von messtechnik, kalibratoren, testsysteme, schallkameras, pruefgeraete vde, pruefsysteme, labormessgeraete, messgeraete, netzanalyse, stromversorgung, datenlogger, stromzangen, multimeter, tektronix, temperaturmessung, fluke, messgeräte für power quality, messgeräte schulungen, energie- und energiestandards, hf-kalibratoren, industrial equipment and supplies merchant wholesalers, on-site-service, messtechnik, labormessgeräte für forschung, infrarotkalibratoren, oszilloskopkalibratoren, fachdistributor, kalibrierung, stromzangen-kalibratoren, messgeräte leasing, kalibrierung elektrischer grenzwerte, portable messgeräte, messgeräte für hochfrequenztechnik, messgeräte für qualitätskontrolle, elektrische kalibratoren, fachhandel messtechnik, testing laboratories, e-mobility messgeräte, mess- und prüftechnik, messgeräte vertrieb, kalibriersysteme, ersatzteile, fixpunktzellen, gerätewartung, messgeräte für industrieautomation, electrical equipment and components manufacturing, messgeräte-service, labormessgeräte, premium-partner, temperaturkalibratoren, energie- und leistungsmessung, referenzmultimeter, elektrische messung, kalibrationssoftware, test- und messgeräte, b2b, e-commerce, services, navigational, measuring, electromedical, and control instruments manufacturing, consumer internet, consumers, internet, information technology & services;'+49 30 2149820;"CalPlus gehört zu den Top 3 der deutschen Fachdistributoren für Test- und
Messgeräte und ist führender Lieferant für Kalibratoren, für elektrische Größen
und Temperatur. Anspruchsvolle Kunden aus den Bereichen Lehre und Forschung, Industrie und Behörden schätzen unsere hohe Fachkompetenz, den umfassenden Service und unser einzigartiges Produktportfolio.

In Deutschland sind wir Premiumpartner von Fluke und Tektronix – nur von uns bekommen Sie das Gesamtprogramm inklusive Ersatzteile. Unser Sortiment umfasst zudem Produkte weiterer namhafter Messgerätehersteller. Was immer Sie benötigen, wir können es liefern!

Mit uns sind Sie rundum gut beraten und genießen jederzeit einen optimalen,
persönlichen Service. Dabei ist Kundennähe bei uns durchaus auch wörtlich
gemeint: Mit unserer Zentrale in Berlin, einer Niederlassung in Hamburg und
weiteren neun Regionalbüros sind wir bundesweit für Sie da.";7.5;high;German B2B distributor of test and measurement equipment and calibrators serving industrial, research and public-sector customers, with strong DACH presence and established vendor partnerships. High-ticket hardware and calibration solutions justify outbound, and TAM across German industry is broad. Sales are productized and repeatable, though distribution is somewhat niche and competition in measurement gear is significant.;0.014959;0.004959;1;flex;gpt-5.1-2025-11-13;prod_1000_r3_eval_de_5_30_b2b_1000
